Port,Protocol,Count
801,ESP,13
934,ESP,12
124,ICMP,11
12585,GRE,1
257,ICMP,9
467,UDP,7
478,TCP,12
42653,ICMPv6,1
212,TCP,10
201,UDP,11
334,UDP,9
345,TCP,15
507,IPv6,8
36505,ICMPv6,1
65244,AH,1
64290,ESP,1
32857,GRE,1
917,GRE,13
1472,UDP,1
60036,IPv6,1
32743,ESP,1
12045,IPv6,1
389,ICMP,9
256,ICMP,7
802,ESP,14
935,ESP,12
335,UDP,11
346,TCP,9
123,ICMP,18
479,TCP,13
468,UDP,16
61640,GRE,1
506,IPv6,9
202,UDP,15
213,TCP,14
639,IPv6,8
44076,OSPF,1
11782,TCP,1
55935,ICMP,1
59896,ICMP,1
918,GRE,10
35489,GRE,1
7000,ICMPv6,1
64047,AH,1
52204,ICMP,1
126,ICMP,8
509,IPv6,11
259,ICMP,14
58521,TCP,1
469,UDP,12
53756,TCP,2
803,ESP,9
214,TCP,11
347,TCP,9
336,UDP,11
203,UDP,8
936,ESP,7
40249,OSPF,1
57588,TCP,1
919,GRE,8
63631,IPv6,1
18631,ICMPv6,1
35224,GRE,1
60592,ESP,1
43722,ICMPv6,1
24708,TCP,1
258,ICMP,12
508,IPv6,8
337,UDP,6
348,TCP,7
125,ICMP,10
204,UDP,6
215,TCP,9
60529,ICMPv6,1
55642,ESP,1
804,ESP,11
29515,ICMP,1
35620,TCP,1
937,ESP,16
37092,ICMP,1
60622,ICMP,1
7490,ICMP,1
205,UDP,10
338,UDP,13
349,TCP,11
216,TCP,9
2280,GRE,1
805,ESP,7
59450,GRE,1
128,ICMP,8
62712,GRE,1
938,ESP,4
63461,UDP,1
64218,OSPF,1
37754,GRE,1
64294,ESP,2
60213,AH,1
339,UDP,8
127,ICMP,12
10616,IPv6,1
206,UDP,6
217,TCP,18
37098,ICMP,1
62186,ICMP,1
59528,OSPF,1
29355,ESP,1
53407,ICMP,1
806,ESP,14
63766,IPv6,1
939,ESP,10
61411,AH,1
57005,ICMPv6,1
65420,ICMPv6,1
4730,ICMP,1
33138,ICMP,1
36311,ESP,1
218,TCP,14
207,UDP,12
65063,IPv6,1
53539,ICMP,1
807,ESP,13
208,UDP,13
219,TCP,12
1024,OSPF,6
808,ESP,5
63931,ESP,1
9787,OSPF,1
63635,IPv6,1
129,ICMP,15
11514,UDP,1
52331,ICMP,1
31243,IPv6,1
12213,ESP,1
3610,UDP,1
53240,ESP,1
280,OSPF,10
1004,ICMP,7
62277,TCP,1
39498,ICMP,1
17883,TCP,1
62690,IPv6,1
48877,OSPF,1
4952,TCP,1
809,ESP,6
34338,ICMP,1
23092,IPv6,1
22078,AH,1
209,UDP,7
50068,ICMP,1
3754,TCP,1
51649,IPv6,1
1003,ICMP,10
59353,AH,1
50743,ESP,1
57001,ICMPv6,1
48754,ICMPv6,1
51089,GRE,1
12211,ESP,1
15925,GRE,1
49753,ESP,1
282,OSPF,6
38826,GRE,1
1002,ICMP,8
54731,ICMP,1
30970,UDP,1
281,OSPF,9
1299,ICMPv6,1
62743,AH,1
65370,AH,1
54325,AH,1
1001,ICMP,9
22126,ICMPv6,1
57926,AH,1
49295,TCP,1
20202,IPv6,1
54820,TCP,1
49956,ICMPv6,1
52718,IPv6,1
1475,UDP,1
160,ICMPv6,7
293,ICMPv6,6
18456,AH,1
284,OSPF,11
47997,TCP,1
151,OSPF,6
1000,ICMP,11
61856,ICMPv6,1
53666,ICMP,1
60448,GRE,1
17073,IPv6,1
55959,OSPF,1
37709,ICMPv6,1
292,ICMPv6,6
37806,ICMP,1
23146,AH,1
55340,IPv6,1
26081,ICMPv6,1
283,OSPF,7
150,OSPF,12
61511,GRE,1
24162,IPv6,1
54442,ESP,1
25978,OSPF,1
53302,ICMPv6,1
61195,UDP,1
54940,UDP,1
55827,OSPF,1
18270,IPv6,1
291,ICMPv6,9
70,IPv6,17
950,AH,15
153,OSPF,18
48398,IPv6,1
3431,ICMPv6,1
3697,ICMPv6,1
53664,ICMP,1
30658,OSPF,1
286,OSPF,15
59650,OSPF,1
51815,ESP,1
17125,AH,1
49464,IPv6,1
49292,TCP,1
11819,IPv6,1
52688,TCP,1
290,ICMPv6,4
951,AH,7
52239,ICMPv6,1
1262,ICMP,1
285,OSPF,16
152,OSPF,8
53796,ICMP,1
50071,ICMP,1
952,AH,10
25232,IPv6,1
72,IPv6,11
29376,AH,1
164,ICMPv6,14
297,ICMPv6,13
288,OSPF,5
155,OSPF,10
64027,ESP,1
20766,ESP,1
14139,UDP,1
49200,IPv6,1
49333,IPv6,1
43636,GRE,1
820,AH,7
953,AH,5
71,IPv6,5
163,ICMPv6,6
51701,AH,1
29111,AH,1
296,ICMPv6,10
8114,GRE,1
287,OSPF,11
51834,AH,1
154,OSPF,13
55966,OSPF,1
44853,ESP,1
26565,IPv6,1
9887,ICMP,1
22351,ICMP,1
8135,ESP,1
74,IPv6,10
37928,ICMP,1
954,AH,11
771,IPv6,7
821,AH,7
162,ICMPv6,12
62070,OSPF,1
295,ICMPv6,9
30666,ICMPv6,1
157,OSPF,10
8936,IPv6,1
45069,GRE,1
770,IPv6,8
822,AH,9
294,ICMPv6,11
73,IPv6,7
161,ICMPv6,3
26434,IPv6,1
26611,AH,1
289,OSPF,8
955,AH,10
156,OSPF,7
18720,ICMP,1
52242,ICMPv6,1
53004,AH,1
32923,OSPF,1
773,IPv6,10
76,IPv6,10
20619,GRE,1
640,IPv6,10
390,ICMP,10
51140,ICMP,1
62081,ICMPv6,1
52109,OSPF,1
956,AH,6
14849,GRE,1
823,AH,13
168,ICMPv6,3
61527,ESP,1
159,OSPF,14
44983,ESP,1
18852,ICMP,1
31861,OSPF,1
53439,OSPF,1
50326,IPv6,1
42158,IPv6,1
75,IPv6,13
50507,AH,1
772,IPv6,9
167,ICMPv6,9
53496,GRE,1
52108,OSPF,1
824,AH,6
42435,GRE,1
957,AH,9
43051,UDP,1
24599,ESP,1
158,OSPF,11
33298,ICMPv6,1
50165,TCP,1
78,IPv6,12
57261,OSPF,1
33219,UDP,1
22355,ICMP,1
2546,TCP,1
392,ICMP,12
47908,IPv6,1
480,TCP,8
775,IPv6,12
642,IPv6,11
166,ICMPv6,10
299,ICMPv6,14
42436,GRE,1
18694,ESP,1
18001,IPv6,1
958,AH,9
24219,AH,1
825,AH,10
9039,IPv6,1
16035,ESP,1
52680,UDP,1
52163,GRE,1
774,IPv6,12
15935,ESP,1
391,ICMP,10
77,IPv6,8
481,TCP,13
470,UDP,10
641,IPv6,8
298,ICMPv6,10
56994,AH,1
959,AH,8
165,ICMPv6,10
53494,GRE,1
45592,TCP,1
61524,ESP,1
826,AH,8
3866,UDP,1
50753,ESP,1
7915,AH,1
62988,ESP,1
511,IPv6,5
261,ICMP,5
644,IPv6,7
394,ICMP,10
482,TCP,11
777,IPv6,11
471,UDP,7
65465,GRE,2
827,AH,9
46033,AH,1
43181,UDP,1
1023,OSPF,13
32442,IPv6,1
19929,ICMP,1
12654,OSPF,1
40299,GRE,1
63332,TCP,1
25239,IPv6,1
79,IPv6,21
643,IPv6,9
472,UDP,7
483,TCP,12
64286,ESP,2
260,ICMP,9
393,ICMP,11
350,TCP,11
776,IPv6,6
510,IPv6,9
828,AH,8
48562,AH,1
26276,TCP,1
1022,OSPF,8
25901,UDP,1
40858,IPv6,1
920,GRE,14
2352,OSPF,1
18817,TCP,1
24844,TCP,1
130,ICMP,6
58437,ICMP,1
340,UDP,8
513,IPv6,13
351,TCP,6
45135,OSPF,1
473,UDP,13
484,TCP,12
646,IPv6,6
51175,ICMPv6,1
1021,OSPF,13
829,AH,7
53571,ICMPv6,1
779,IPv6,4
396,ICMP,11
940,ESP,11
64310,ICMP,1
263,ICMP,11
921,GRE,11
36270,IPv6,1
43896,GRE,1
485,TCP,8
474,UDP,13
262,ICMP,13
512,IPv6,5
645,IPv6,9
341,UDP,9
352,TCP,5
27472,TCP,1
778,IPv6,6
1020,OSPF,10
395,ICMP,12
941,ESP,8
169,ICMPv6,17
12657,OSPF,1
922,GRE,12
45881,IPv6,1
11940,IPv6,1
62859,ESP,2
7220,ICMP,1
13982,OSPF,1
353,TCP,9
342,UDP,11
486,TCP,7
475,UDP,6
220,TCP,12
41305,OSPF,1
58645,UDP,1
515,IPv6,10
265,ICMP,6
648,IPv6,14
398,ICMP,9
942,ESP,14
132,ICMP,9
35436,ICMPv6,1
59344,ESP,1
923,GRE,7
29425,ICMPv6,1
34159,GRE,1
28670,TCP,1
11462,ICMPv6,1
925,GRE,11
221,TCP,10
354,TCP,8
210,UDP,8
343,UDP,8
514,IPv6,6
43890,GRE,1
943,ESP,10
12793,ICMPv6,1
64656,UDP,2
647,IPv6,14
28793,UDP,1
26269,UDP,1
131,ICMP,11
476,UDP,11
487,TCP,5
397,ICMP,13
810,ESP,12
264,ICMP,11
924,GRE,11
926,GRE,7
222,TCP,10
211,UDP,8
63116,ICMP,1
58207,ICMPv6,1
51171,ICMPv6,1
26304,IPv6,1
811,ESP,4
944,ESP,11
267,ICMP,8
134,ICMP,13
355,TCP,7
517,IPv6,5
344,UDP,8
8774,TCP,1
9595,ESP,1
477,UDP,9
488,TCP,8
6366,UDP,1
58128,GRE,1
9443,GRE,1
33131,ICMP,1
927,GRE,9
38055,OSPF,1
63115,ICMP,1
65204,GRE,1
4727,ICMP,1
812,ESP,10
399,ICMP,9
945,ESP,10
19616,GRE,1
478,UDP,18
489,TCP,6
133,ICMP,13
266,ICMP,4
516,IPv6,8
649,IPv6,16
356,TCP,8
212,UDP,11
223,TCP,4
345,UDP,6
54812,TCP,1
36023,IPv6,1
36206,AH,1
55166,UDP,1
928,GRE,10
36339,AH,1
269,ICMP,9
519,IPv6,6
61895,GRE,1
813,ESP,6
136,ICMP,11
946,ESP,10
58640,TCP,1
346,UDP,9
357,TCP,4
479,UDP,8
213,UDP,10
224,TCP,8
39194,GRE,1
11760,UDP,1
40259,OSPF,1
29909,IPv6,1
929,GRE,13
32603,GRE,1
55176,TCP,1
55165,UDP,1
60563,GRE,1
62737,AH,1
13848,OSPF,1
26007,UDP,1
52416,TCP,1
52549,TCP,1
135,ICMP,7
58772,TCP,1
37404,AH,1
13792,ESP,1
268,ICMP,8
814,ESP,8
347,UDP,11
358,TCP,15
225,TCP,7
214,UDP,6
518,IPv6,15
53907,IPv6,1
947,ESP,18
59751,ICMP,1
27805,ESP,1
36025,IPv6,1
52402,UDP,1
11802,IPv6,1
57199,ESP,1
55297,UDP,1
54566,ESP,1
56367,UDP,1
62555,IPv6,1
138,ICMP,11
348,UDP,12
359,TCP,9
33800,GRE,1
53744,TCP,1
215,UDP,9
226,TCP,6
13416,AH,1
58245,GRE,1
16178,AH,1
40492,ICMP,1
51509,IPv6,1
61713,ICMPv6,1
4870,ICMP,1
55897,ESP,1
815,ESP,15
948,ESP,10
30735,TCP,1
55174,TCP,1
54546,GRE,1
64348,ICMPv6,1
44752,AH,1
62739,AH,1
58132,ESP,1
52669,UDP,1
52536,UDP,1
62687,IPv6,1
137,ICMP,11
26005,UDP,1
227,TCP,11
216,UDP,10
349,UDP,10
39193,GRE,1
51217,TCP,1
816,ESP,9
949,ESP,16
57482,ICMP,1
11631,UDP,1
58317,OSPF,1
64474,ICMPv6,1
17424,ICMPv6,1
60468,AH,1
228,TCP,7
217,UDP,7
59296,IPv6,1
56667,IPv6,1
2850,IPv6,1
13493,IPv6,1
817,ESP,15
63371,ICMP,1
38042,ICMP,1
55469,IPv6,1
39807,AH,1
17556,ICMPv6,1
54438,ESP,1
64282,ESP,1
218,UDP,15
229,TCP,6
13411,AH,1
65368,AH,1
55036,UDP,1
139,ICMP,7
818,ESP,10
63241,ICMP,1
58149,AH,1
63807,AH,1
30863,TCP,1
290,OSPF,6
37503,GRE,1
219,UDP,9
32150,UDP,1
56230,UDP,1
819,ESP,18
60879,ICMP,1
18757,ICMPv6,1
42353,AH,1
7936,AH,1
55205,IPv6,1
58261,ESP,1
36457,ESP,1
61944,ICMP,1
11761,UDP,1
52011,GRE,1
35549,ICMP,1
292,OSPF,8
1016,ICMP,5
62254,UDP,1
62398,TCP,1
60501,OSPF,1
59511,OSPF,1
26930,ICMPv6,1
49166,UDP,1
32769,AH,1
291,OSPF,7
1175,ICMPv6,1
1015,ICMP,11
23467,ICMPv6,1
39200,TCP,1
18749,OSPF,1
31439,AH,1
57730,IPv6,1
14056,ICMP,1
60966,TCP,1
46459,ICMP,1
32860,GRE,1
53065,IPv6,1
30188,IPv6,1
294,OSPF,8
161,OSPF,9
54314,AH,1
1014,ICMP,16
53781,ICMP,1
54091,UDP,1
60305,GRE,1
38123,UDP,1
34064,AH,1
50133,UDP,1
2727,IPv6,1
14188,ICMP,1
55467,IPv6,1
58013,AH,2
46019,GRE,1
160,OSPF,8
58578,OSPF,1
49745,GRE,1
293,OSPF,12
1013,ICMP,11
1279,ICMP,1
54941,TCP,1
52706,IPv6,1
51916,GRE,1
49944,ICMPv6,1
50059,ICMP,1
54678,GRE,1
172,ICMPv6,13
960,AH,11
296,OSPF,7
163,OSPF,8
53875,TCP,1
80,IPv6,10
55876,GRE,1
51478,TCP,1
1012,ICMP,11
60647,ICMPv6,1
49934,OSPF,1
54262,IPv6,1
55172,TCP,1
16484,ICMPv6,1
50717,GRE,1
1010,ICMP,14
171,ICMPv6,15
961,AH,10
60586,ESP,1
295,OSPF,11
162,OSPF,12
1011,ICMP,14
60515,ICMPv6,1
56053,ICMPv6,1
42628,ICMP,1
61784,ESP,1
51508,IPv6,1
52454,ICMP,1
64596,OSPF,1
170,ICMPv6,13
962,AH,8
60208,AH,1
82,IPv6,8
21677,IPv6,1
298,OSPF,11
165,OSPF,17
20215,IPv6,1
31300,AH,1
27284,OSPF,1
963,AH,7
39924,ESP,1
830,AH,6
81,IPv6,12
164,OSPF,8
21296,ICMP,1
28481,OSPF,1
1954,ESP,1
3311,ICMPv6,1
297,OSPF,9
5967,OSPF,1
53345,GRE,1
20045,UDP,1
781,IPv6,7
24762,ICMP,1
831,AH,12
26937,ICMPv6,1
50937,ICMPv6,1
964,AH,9
21121,TCP,1
39328,TCP,1
54888,OSPF,1
84,IPv6,6
176,ICMPv6,13
23388,GRE,1
167,OSPF,9
53565,ICMPv6,1
55783,AH,1
19165,TCP,1
780,IPv6,7
49291,UDP,1
51035,ICMPv6,1
965,AH,13
832,AH,6
26983,GRE,1
83,IPv6,12
175,ICMPv6,7
55963,ICMPv6,1
299,OSPF,9
166,OSPF,6
29481,GRE,1
24341,ESP,1
14006,TCP,1
22455,TCP,1
49455,IPv6,1
22230,ICMP,1
57391,ICMPv6,1
54895,ICMPv6,1
31390,IPv6,2
700,AH,18
86,IPv6,12
783,IPv6,10
833,AH,9
50926,OSPF,1
650,IPv6,12
2208,ICMP,1
15928,ESP,1
174,ICMPv6,15
60760,OSPF,1
966,AH,6
53554,OSPF,1
60819,UDP,1
53434,ICMPv6,1
55955,OSPF,1
169,OSPF,10
4825,TCP,1
85,IPv6,6
701,AH,10
25070,UDP,1
782,IPv6,11
173,ICMPv6,8
45252,ICMP,1
54759,OSPF,1
168,OSPF,7
967,AH,5
834,AH,6
53699,ICMPv6,1
1009,ICMP,7
50191,ICMP,1
54450,AH,1
16658,UDP,1
65218,ESP,1
16310,ICMP,1
52230,ICMPv6,1
785,IPv6,7
88,IPv6,9
54751,OSPF,1
652,IPv6,11
490,TCP,15
8515,UDP,1
24325,GRE,1
15588,UDP,1
835,AH,14
58584,ICMPv6,1
702,AH,5
968,AH,5
1008,ICMP,12
53427,OSPF,1
784,IPv6,9
87,IPv6,7
53880,TCP,1
651,IPv6,10
53370,ESP,1
491,TCP,13
480,UDP,7
50853,GRE,1
1007,ICMP,13
53693,ICMPv6,1
36894,OSPF,1
179,ICMPv6,13
969,AH,4
836,AH,10
703,AH,9
27024,OSPF,1
33044,ICMPv6,1
50447,IPv6,2
64307,ICMP,1
16666,TCP,1
25673,ESP,1
654,IPv6,4
271,ICMP,11
492,TCP,10
481,UDP,15
787,IPv6,13
521,IPv6,9
178,ICMPv6,10
1006,ICMP,7
704,AH,11
33169,OSPF,1
837,AH,8
37960,OSPF,1
89,IPv6,3
60946,UDP,1
51166,ICMPv6,1
28489,OSPF,1
270,ICMP,11
360,TCP,5
49327,IPv6,1
482,UDP,7
493,TCP,8
520,IPv6,10
653,IPv6,12
17109,AH,1
786,IPv6,8
177,ICMPv6,14
1005,ICMP,9
838,AH,6
17995,TCP,1
705,AH,9
53562,ICMPv6,1
61830,OSPF,1
930,GRE,10
140,ICMP,14
273,ICMP,8
523,IPv6,14
60019,IPv6,1
483,UDP,9
494,TCP,11
656,IPv6,4
789,IPv6,10
350,UDP,9
361,TCP,9
839,AH,15
53690,ICMPv6,1
706,AH,8
950,ESP,11
35083,IPv6,1
7185,GRE,1
931,GRE,13
5642,ESP,1
272,ICMP,13
522,IPv6,11
655,IPv6,13
51284,OSPF,1
362,TCP,8
351,UDP,7
484,UDP,13
495,TCP,13
61802,ICMP,1
788,IPv6,7
38993,AH,1
25834,ICMP,1
40354,ICMP,1
707,AH,15
951,ESP,10
64694,ICMP,1
26744,ESP,1
45591,UDP,1
932,GRE,8
63321,TCP,1
54882,OSPF,1
5643,ESP,1
63233,ICMP,1
496,TCP,12
485,UDP,14
525,IPv6,14
363,TCP,5
352,UDP,11
230,TCP,7
38062,OSPF,1
708,AH,8
658,IPv6,9
64564,ICMP,1
142,ICMP,10
952,ESP,12
275,ICMP,8
800,GRE,11
933,GRE,5
12644,OSPF,1
63078,ESP,1
59836,UDP,1
62713,ESP,1
353,UDP,13
364,TCP,9
486,UDP,5
497,TCP,9
141,ICMP,10
524,IPv6,14
231,TCP,7
220,UDP,9
657,IPv6,3
709,AH,10
820,ESP,9
274,ICMP,6
953,ESP,8
19914,ICMP,1
801,GRE,11
934,GRE,12
65044,IPv6,1
38865,AH,1
12211,AH,1
936,GRE,8
61791,AH,1
354,UDP,9
365,TCP,14
232,TCP,9
221,UDP,7
45012,OSPF,1
45278,OSPF,1
58423,ICMP,1
56969,ESP,1
954,ESP,7
60593,AH,1
51952,AH,1
144,ICMP,9
527,IPv6,16
277,ICMP,9
487,UDP,8
498,TCP,8
821,ESP,11
802,GRE,10
935,GRE,11
22392,OSPF,1
27396,ICMP,1
33357,UDP,1
804,GRE,5
937,GRE,10
7585,TCP,1
63579,UDP,1
222,UDP,10
233,TCP,11
45144,OSPF,1
100,TCP,9
28229,OSPF,1
56704,ESP,1
56248,TCP,1
61806,ICMP,1
19036,TCP,1
822,ESP,12
955,ESP,9
276,ICMP,15
526,IPv6,8
659,IPv6,7
41016,AH,1
38069,OSPF,1
355,UDP,9
366,TCP,12
488,UDP,10
143,ICMP,11
43849,OSPF,1
499,TCP,6
6377,UDP,1
49916,ICMP,1
803,GRE,8
59844,TCP,1
38867,AH,1
805,GRE,11
18405,GRE,1
938,GRE,7
55929,ICMP,1
101,TCP,11
37967,OSPF,1
26747,ESP,1
823,ESP,12
146,ICMP,14
956,ESP,7
279,ICMP,9
17514,ICMP,1
43414,AH,1
489,UDP,9
7077,ESP,1
64512,UDP,1
356,UDP,7
529,IPv6,10
234,TCP,14
367,TCP,13
223,UDP,9
9851,TCP,1
35882,UDP,1
59843,TCP,1
806,GRE,15
939,GRE,10
65325,GRE,1
58555,ICMP,1
58634,UDP,1
36696,GRE,1
824,ESP,13
278,ICMP,7
8257,GRE,1
957,ESP,9
357,UDP,8
368,TCP,10
145,ICMP,17
64646,UDP,1
528,IPv6,11
224,UDP,6
235,TCP,8
102,TCP,7
40735,IPv6,1
26024,TCP,1
57225,ICMP,1
55021,UDP,1
59871,ICMP,1
29966,UDP,1
6923,ICMPv6,1
807,GRE,6
28002,ESP,1
64466,ICMPv6,1
54556,ESP,1
11012,GRE,1
56276,ICMP,1
32426,IPv6,1
32720,ESP,1
148,ICMP,14
50728,ESP,1
825,ESP,13
236,TCP,14
225,UDP,7
358,UDP,7
369,TCP,10
103,TCP,14
36794,GRE,1
65170,IPv6,1
958,ESP,8
5716,OSPF,1
808,GRE,13
61829,OSPF,1
60994,ICMP,1
63923,AH,1
64467,ICMPv6,1
6971,GRE,1
24819,TCP,1
37586,IPv6,1
34440,ICMP,1
359,UDP,11
147,ICMP,9
56498,TCP,1
237,TCP,9
54099,TCP,1
226,UDP,4
51336,TCP,1
56525,IPv6,1
104,TCP,15
55867,GRE,1
826,ESP,13
18644,OSPF,1
959,ESP,6
809,GRE,12
27312,TCP,1
61344,IPv6,1
13852,ICMP,1
48916,TCP,1
30454,ESP,1
54714,ICMP,1
41557,OSPF,1
64156,AH,1
34037,AH,1
53721,UDP,1
53732,TCP,1
58630,TCP,1
238,TCP,8
227,UDP,7
105,TCP,11
40230,ICMPv6,1
55329,IPv6,1
57054,ESP,1
61523,AH,1
827,ESP,6
61094,ICMP,1
59960,TCP,1
44063,ICMPv6,1
17012,AH,1
30322,ESP,1
34348,ICMPv6,1
60457,AH,1
59021,IPv6,1
149,ICMP,8
239,TCP,9
228,UDP,7
53866,TCP,1
106,TCP,11
55732,GRE,1
828,ESP,9
8179,AH,1
58305,OSPF,1
55589,IPv6,1
63926,AH,1
28139,ESP,1
229,UDP,6
107,TCP,21
47338,ESP,1
3937,IPv6,1
53517,ICMP,1
36618,ICMPv6,1
61213,IPv6,1
62954,GRE,1
61521,AH,1
829,ESP,8
58306,OSPF,1
14778,AH,1
63927,AH,1
64159,AH,1
58269,AH,1
108,TCP,7
28632,UDP,1
10027,ICMPv6,1
57472,ICMP,1
39237,OSPF,1
60454,AH,1
109,TCP,9
55737,GRE,1
9246,AH,1
5820,ICMP,1
44199,ICMPv6,1
29753,ICMP,1
57032,GRE,1
60734,ICMP,1
54538,GRE,1
39103,OSPF,1
60586,AH,1
21291,ICMPv6,1
64253,GRE,1
64692,ICMP,2
28645,TCP,1
58891,TCP,1
59635,OSPF,1
30451,ESP,1
23385,AH,1
60812,UDP,1
2436,UDP,1
180,ICMPv6,9
171,OSPF,9
37735,GRE,1
53771,ICMP,1
1028,ICMP,1
56834,AH,1
51199,GRE,1
49274,TCP,1
60811,UDP,1
49996,ESP,1
25650,AH,1
170,OSPF,11
49730,ESP,1
50701,GRE,1
13724,ICMP,1
22186,AH,1
42808,UDP,1
46807,IPv6,1
14922,ICMP,1
14047,TCP,2
970,AH,12
45568,UDP,1
23387,AH,1
90,IPv6,16
173,OSPF,12
39988,IPv6,1
21770,IPv6,1
19716,OSPF,1
50424,IPv6,1
61052,TCP,1
52570,ICMP,1
31835,OSPF,1
55898,AH,1
56176,ICMPv6,1
48370,IPv6,1
971,AH,5
51585,UDP,1
3585,ICMPv6,1
172,OSPF,11
28582,OSPF,1
55945,ICMPv6,1
1366,UDP,1
184,ICMPv6,10
92,IPv6,11
972,AH,12
175,OSPF,6
12655,ICMP,1
59592,AH,1
1024,ICMP,7
15373,TCP,1
62670,IPv6,1
55639,AH,1
56780,IPv6,1
3315,OSPF,1
42814,TCP,1
22494,ICMPv6,1
61640,ESP,1
46643,TCP,1
46420,ICMP,1
25787,AH,1
49270,TCP,1
4789,ICMPv6,1
973,AH,10
10,AH,6
49748,AH,1
840,AH,9
183,ICMPv6,12
174,OSPF,9
91,IPv6,15
56041,ICMPv6,1
1023,ICMP,7
51598,TCP,1
53544,ICMPv6,1
57230,OSPF,1
63920,AH,1
61182,TCP,1
55936,OSPF,1
16695,UDP,1
63870,IPv6,1
791,IPv6,5
51906,GRE,1
974,AH,10
11,AH,7
841,AH,10
1021,ICMP,6
1497,UDP,1
94,IPv6,12
182,ICMPv6,10
54605,OSPF,1
1022,ICMP,8
51243,ICMP,1
177,OSPF,11
63123,OSPF,1
12239,ESP,1
48864,ICMPv6,1
12749,TCP,1
12657,ICMP,1
56782,IPv6,1
8040,AH,1
53409,OSPF,1
4654,ICMPv6,1
61170,UDP,1
790,IPv6,14
12,AH,13
842,AH,8
181,ICMPv6,9
1020,ICMP,10
975,AH,13
93,IPv6,3
62195,ICMPv6,1
3261,ESP,1
53995,TCP,1
45310,TCP,1
176,OSPF,11
64320,OSPF,1
2441,TCP,1
49925,OSPF,1
56781,IPv6,1
44363,UDP,1
660,IPv6,10
23077,IPv6,1
13,AH,10
96,IPv6,9
976,AH,10
52213,OSPF,1
43338,IPv6,1
710,AH,11
793,IPv6,9
843,AH,7
188,ICMPv6,12
179,OSPF,4
64003,ESP,1
39547,UDP,1
49970,GRE,1
27124,OSPF,1
64808,IPv6,1
50390,UDP,1
50180,ICMP,1
60809,UDP,1
57380,ICMPv6,1
792,IPv6,6
50745,AH,1
14,AH,5
711,AH,10
844,AH,11
95,IPv6,13
45175,GRE,1
187,ICMPv6,10
64514,TCP,1
178,OSPF,7
977,AH,7
20288,TCP,1
15,AH,10
54750,ICMPv6,1
712,AH,8
795,IPv6,11
98,IPv6,8
52344,OSPF,1
662,IPv6,7
55770,AH,1
47479,AH,1
32064,OSPF,1
186,ICMPv6,11
978,AH,11
21398,ICMP,1
845,AH,11
50392,UDP,1
16,AH,12
31671,AH,1
97,IPv6,8
794,IPv6,10
56042,OSPF,2
661,IPv6,7
185,ICMPv6,12
490,UDP,10
34593,OSPF,1
26676,IPv6,1
43044,TCP,1
846,AH,9
713,AH,15
48869,ICMPv6,1
62368,UDP,1
979,AH,8
53674,OSPF,1
20612,ESP,1
25969,ICMPv6,1
58270,AH,1
54571,AH,1
17,AH,5
59827,UDP,1
43894,ESP,1
281,ICMP,12
60883,OSPF,1
531,IPv6,8
664,IPv6,15
797,IPv6,11
50843,GRE,1
491,UDP,10
50976,GRE,1
847,AH,7
714,AH,12
61169,UDP,1
50994,ESP,1
52791,UDP,1
33131,OSPF,1
38819,ESP,1
18,AH,8
55642,AH,1
27263,ICMPv6,1
17254,ESP,1
24898,ICMPv6,1
796,IPv6,10
99,IPv6,13
492,UDP,12
530,IPv6,10
280,ICMP,12
25184,TCP,1
60760,ICMPv6,1
663,IPv6,12
370,TCP,14
25830,ICMPv6,1
3626,UDP,1
33929,ESP,1
51814,AH,1
715,AH,9
848,AH,11
9358,ESP,1
1019,ICMP,8
50860,ESP,1
940,GRE,8
19,AH,13
51910,GRE,1
2216,ICMP,1
58509,TCP,1
60813,TCP,1
533,IPv6,8
283,ICMP,13
59829,UDP,1
28587,OSPF,1
666,IPv6,10
62183,OSPF,1
150,ICMP,10
960,ESP,14
371,TCP,9
360,UDP,13
493,UDP,12
799,IPv6,9
400,IPv6,12
46093,IPv6,1
21224,TCP,1
849,AH,15
1018,ICMP,8
26858,AH,1
53551,ICMPv6,1
716,AH,6
20615,ESP,1
48249,IPv6,1
941,GRE,8
44664,IPv6,1
60945,TCP,1
665,IPv6,6
494,UDP,11
282,ICMP,8
361,UDP,10
372,TCP,9
798,IPv6,8
532,IPv6,5
189,ICMPv6,9
45994,IPv6,1
44941,GRE,1
1017,ICMP,13
717,AH,10
51593,UDP,1
961,ESP,16
19632,GRE,1
61899,ESP,1
60887,OSPF,1
49805,ICMPv6,1
27389,OSPF,1
2250,ICMPv6,1
942,GRE,12
46370,GRE,1
59834,TCP,1
402,IPv6,13
3141,AH,1
8130,GRE,1
152,ICMP,9
362,UDP,6
373,TCP,8
535,IPv6,14
668,IPv6,12
495,UDP,7
24867,ICMP,1
240,TCP,7
6833,GRE,1
11045,AH,1
718,AH,8
64375,GRE,1
962,ESP,4
285,ICMP,10
943,GRE,7
63735,IPv6,1
35541,ICMPv6,1
810,GRE,10
63563,UDP,1
24579,ESP,1
151,ICMP,11
496,UDP,14
284,ICMP,14
401,IPv6,10
534,IPv6,11
667,IPv6,5
374,TCP,15
363,UDP,12
230,UDP,7
241,TCP,4
58502,TCP,1
719,AH,11
29176,IPv6,1
830,ESP,11
963,ESP,14
811,GRE,7
944,GRE,7
24017,IPv6,1
41198,IPv6,1
