dstport,protocol,tag
277,UDP,Messaging
41374,TCP,Cache
35874,GRE,SG-284
237,OSPF,App2
60438,UDP,Prod
59684,ICMP,SG-847
856,ICMP,SG-945
357,GRE,App1
978,ESP,App4
881,ICMP,App4
830,ESP,Web
144,UDP,SG-763
529,IPv6,Web
464,ICMPv6,Database
387,ESP,Database
189,IPv6,App1
893,AH,App1
50200,GRE,Messaging
393,TCP,Database
280,IPv6,App1
16898,OSPF,App4
3,IPv6,SG-943
364,AH,Dev
41310,GRE,Staging
574,UDP,Staging
2562,ICMP,Staging
863,GRE,App1
168,ESP,Test
572,ICMPv6,SG-247
59391,ESP,App4
720,ICMPv6,App1
907,UDP,App1
901,GRE,Web
64021,OSPF,App1
63995,OSPF,Prod
373,TCP,Test
10194,GRE,App1
858,TCP,Staging
673,GRE,Messaging
234,UDP,Cache
574,IPv6,SG-530
750,OSPF,App1
327,ICMP,Staging
9223,UDP,Staging
669,ESP,App2
59149,OSPF,SG-292
59630,IPv6,Cache
802,AH,Prod
390,TCP,Database
2112,AH,Messaging
397,ICMPv6,Test
46559,UDP,SG-375
1024,IPv6,Prod
141,ICMPv6,App1
276,ICMPv6,Staging
112,TCP,Cache
33412,AH,Cache
44,IPv6,Database
24308,ICMP,Database
7,GRE,SG-878
852,IPv6,Dev
51,UDP,App3
456,IPv6,SG-944
840,ICMP,SG-965
104,ICMP,Prod
146,AH,App4
39929,ICMPv6,Staging
149,ICMPv6,Staging
195,TCP,Dev
52711,ESP,Prod
776,ICMP,App3
31916,OSPF,SG-35
256,IPv6,SG-876
1015,ICMPv6,App4
811,ICMP,Web
459,GRE,Prod
74,UDP,Dev
486,IPv6,Prod
16408,AH,SG-20
25558,TCP,SG-925
546,OSPF,Dev
948,ESP,App4
282,IPv6,SG-845
44083,IPv6,SG-402
279,AH,Test
500,GRE,App2
53115,ICMPv6,Test
51461,UDP,App2
22,ESP,App3
101,OSPF,SG-941
614,IPv6,SG-804
510,UDP,Cache
881,OSPF,App2
196,TCP,App1
824,OSPF,App3
761,GRE,SG-86
30926,ESP,App1
34932,OSPF,Dev
633,ESP,SG-571
54160,ICMP,SG-665
244,OSPF,App2
58,ICMP,Prod
58958,GRE,App4
173,ICMP,Messaging
519,ESP,SG-727
52429,OSPF,Prod
246,AH,App4
56,IPv6,App3
28594,AH,App2
30147,ICMPv6,Test
429,TCP,SG-954
31037,ICMP,Staging
904,GRE,SG-226
292,ICMPv6,SG-452
650,ICMPv6,Web
585,TCP,App1
402,ICMP,App1
64010,ESP,Test
57960,ICMP,Test
208,ESP,SG-906
352,TCP,Database
7323,IPv6,SG-912
48832,ICMP,SG-646
45277,IPv6,Cache
11056,IPv6,SG-308
635,UDP,SG-932
458,IPv6,Database
57457,AH,Staging
11063,ICMPv6,SG-602
785,ICMP,Dev
967,ICMPv6,App4
52132,GRE,Messaging
38266,ESP,SG-392
55,ICMPv6,Prod
90,ICMPv6,Prod
324,ESP,SG-221
362,IPv6,App2
818,AH,Cache
42708,OSPF,Prod
42028,IPv6,Database
41640,AH,SG-940
769,TCP,Web
256,TCP,App4
63434,AH,Web
690,OSPF,SG-406
725,GRE,Staging
876,GRE,Staging
62570,ICMPv6,Dev
42504,ICMPv6,App1
782,ICMP,App1
462,ESP,Cache
819,TCP,Test
596,ESP,SG-435
585,ICMP,App3
32648,OSPF,SG-428
52983,ICMPv6,App2
61604,UDP,Database
259,UDP,Staging
381,ESP,Cache
45527,ICMPv6,Web
838,GRE,App3
943,ICMP,App4
613,ESP,SG-494
606,OSPF,SG-751
64583,GRE,SG-648
45110,TCP,App4
378,OSPF,SG-279
56645,ICMPv6,SG-1
51830,ICMP,SG-178
52711,OSPF,Test
89,OSPF,SG-357
32802,UDP,Web
473,IPv6,Web
52594,TCP,Messaging
598,TCP,App3
55287,GRE,Cache
7245,GRE,SG-225
25781,TCP,Cache
16164,TCP,Cache
695,OSPF,App2
47,IPv6,App1
400,IPv6,App2
537,IPv6,SG-672
63734,TCP,SG-393
29,ICMP,Dev
725,ICMP,Database
32103,OSPF,Test
48066,TCP,SG-931
236,GRE,App2
888,ICMPv6,Messaging
94,TCP,App2
905,TCP,App2
56058,AH,Cache
191,ICMPv6,App1
64688,TCP,SG-965
580,IPv6,Staging
461,ICMP,App3
908,AH,App4
539,AH,App4
668,GRE,App1
459,UDP,Web
58050,ICMPv6,Prod
699,OSPF,Database
35,ICMPv6,SG-985
11910,UDP,SG-758
365,ICMPv6,Cache
277,TCP,SG-898
241,OSPF,Dev
708,TCP,Cache
53448,OSPF,Dev
358,GRE,Dev
9310,ICMP,App3
131,ICMP,Staging
815,ICMPv6,Web
463,OSPF,SG-438
807,ICMP,SG-74
432,TCP,App3
61320,UDP,Test
20,TCP,App1
52214,UDP,App4
302,ESP,Messaging
26776,UDP,Database
686,TCP,App3
815,OSPF,App1
982,ICMPv6,App1
23627,TCP,SG-242
536,GRE,SG-118
384,ICMP,Staging
25685,GRE,Cache
56239,UDP,SG-71
415,GRE,Messaging
203,UDP,Web
310,ICMPv6,App3
794,ICMPv6,SG-780
911,ICMPv6,Web
35043,AH,Test
57080,TCP,Cache
35008,TCP,Test
54,OSPF,Cache
815,TCP,Test
308,AH,Test
1015,GRE,Prod
34,ESP,App4
176,ESP,Staging
274,OSPF,Web
566,ESP,App2
433,IPv6,App2
565,UDP,App4
898,IPv6,App2
7206,ICMP,Dev
829,OSPF,SG-911
672,GRE,SG-136
178,ESP,SG-351
1023,UDP,App1
887,ESP,Messaging
654,ICMP,Dev
648,AH,Cache
36,ESP,Messaging
792,TCP,Test
60937,ICMP,Messaging
139,OSPF,App2
947,UDP,Cache
26491,AH,Cache
918,GRE,App3
58129,GRE,Database
579,ESP,Staging
406,IPv6,Dev
33241,TCP,Messaging
689,TCP,SG-898
32790,AH,Staging
478,TCP,SG-121
748,AH,Dev
24050,OSPF,App1
9674,OSPF,App2
19862,TCP,Staging
64684,AH,Messaging
87,UDP,SG-874
464,OSPF,SG-494
776,GRE,Web
63180,OSPF,Dev
713,OSPF,Prod
936,ICMPv6,App3
295,UDP,Dev
985,OSPF,Staging
47085,TCP,Dev
723,UDP,Cache
50318,OSPF,App4
6,AH,Staging
867,IPv6,App1
53778,UDP,SG-291
518,TCP,SG-518
456,ICMPv6,App4
804,AH,Test
681,AH,App2
7133,UDP,Dev
311,OSPF,Web
497,GRE,App4
108,AH,App1
27577,ICMP,Prod
47423,ESP,Cache
832,AH,Staging
43399,ESP,Dev
869,GRE,App2
27,IPv6,Staging
352,UDP,SG-32
364,UDP,Web
485,IPv6,App1
29,ESP,App3
45953,OSPF,App2
297,IPv6,Test
485,ICMP,Prod
20552,ICMPv6,Web
793,AH,Prod
10470,OSPF,SG-18
285,GRE,Database
23185,ESP,App1
44,OSPF,App2
240,AH,App2
13489,UDP,Prod
876,AH,Dev
519,GRE,App2
6970,ICMP,Prod
2516,IPv6,Prod
50862,ICMPv6,App4
626,IPv6,SG-699
554,ICMPv6,Database
743,AH,Messaging
824,GRE,App3
543,UDP,Dev
165,UDP,Cache
841,ESP,SG-64
5405,UDP,Staging
37664,TCP,Messaging
46723,OSPF,Messaging
420,UDP,App2
116,OSPF,App3
84,UDP,Test
63369,OSPF,Cache
13841,ICMP,App4
6421,AH,SG-331
33087,TCP,Messaging
839,ICMP,App3
61972,TCP,Database
201,GRE,SG-379
139,AH,Database
732,OSPF,App3
41258,ICMP,Test
591,AH,App1
35497,TCP,Prod
64489,OSPF,Messaging
27163,ICMPv6,Prod
53466,TCP,Dev
298,AH,Cache
38230,AH,Prod
50101,OSPF,App4
958,GRE,App3
260,ESP,App4
17,ESP,SG-324
4376,UDP,App3
45055,ICMP,Database
929,ESP,Web
63054,ICMP,SG-128
20919,ICMPv6,SG-977
326,IPv6,Database
382,TCP,Staging
721,UDP,Prod
62269,AH,SG-755
90,AH,Web
492,OSPF,App1
52211,ESP,Web
688,TCP,SG-313
40470,IPv6,App3
5,UDP,App1
636,OSPF,Dev
271,TCP,SG-678
609,IPv6,Web
241,ICMPv6,App2
739,OSPF,Prod
800,ICMP,Web
801,UDP,SG-936
230,GRE,Staging
42478,UDP,SG-709
64515,TCP,SG-672
507,ICMP,App1
76,GRE,Cache
440,ESP,Prod
652,ESP,Dev
817,AH,SG-267
1053,TCP,Staging
55657,OSPF,Staging
16289,TCP,Test
992,ICMP,App1
722,AH,Web
691,ICMPv6,Staging
46479,GRE,Prod
848,IPv6,Test
34994,GRE,Prod
932,AH,App3
22350,ICMPv6,Cache
675,AH,Cache
443,OSPF,Messaging
444,IPv6,Web
52356,UDP,Staging
658,ESP,SG-33
6672,UDP,SG-197
465,OSPF,App1
982,TCP,Database
891,ICMP,Dev
610,ICMPv6,Web
11848,AH,Test
59859,ICMP,SG-843
39890,ICMPv6,Messaging
225,UDP,SG-332
263,ICMPv6,Staging
694,OSPF,App3
385,GRE,App4
894,UDP,Database
780,IPv6,App2
35867,UDP,Dev
4167,ICMP,Dev
986,ICMP,App4
952,UDP,App3
50694,AH,Web
52482,ICMPv6,SG-839
511,UDP,Web
578,GRE,Test
320,AH,Prod
974,IPv6,Staging
869,IPv6,Prod
341,AH,App4
700,UDP,Dev
48412,OSPF,SG-967
447,AH,Dev
3,TCP,Database
27641,GRE,Staging
519,IPv6,App1
52422,ESP,App3
53611,GRE,Database
81,ESP,Staging
51735,ICMPv6,Web
155,ESP,SG-939
33542,ICMPv6,SG-182
2723,ICMP,SG-759
582,OSPF,Dev
730,ICMPv6,Dev
513,GRE,App3
63747,OSPF,SG-700
9336,ESP,Database
723,AH,App4
10401,ICMP,App3
548,IPv6,App1
1015,AH,SG-470
59511,TCP,Database
465,TCP,Test
22397,OSPF,Staging
435,TCP,App4
56888,AH,Database
292,OSPF,Cache
46050,ICMP,App1
1024,ICMP,Messaging
64777,ICMP,App4
504,ESP,Dev
602,ICMP,Messaging
16120,ESP,App4
792,OSPF,SG-158
744,GRE,Staging
996,ICMPv6,Dev
258,ICMP,Cache
712,UDP,Cache
34506,ESP,SG-163
209,GRE,Staging
929,ICMPv6,App2
217,TCP,Dev
313,TCP,SG-347
889,OSPF,App2
639,AH,App4
584,IPv6,Cache
15718,GRE,SG-572
52602,UDP,Test
47290,AH,SG-355
592,ICMPv6,Cache
24381,OSPF,App3
50641,ICMP,SG-60
487,UDP,SG-885
219,OSPF,SG-151
57112,UDP,Staging
168,ICMP,Database
46067,IPv6,Messaging
51006,ESP,App1
302,TCP,Staging
51613,IPv6,Test
295,IPv6,Test
529,OSPF,App2
44914,AH,SG-374
631,ICMPv6,Prod
439,GRE,Dev
121,ICMP,App3
756,ICMPv6,App3
518,IPv6,SG-229
57950,ESP,SG-575
555,ICMP,App3
592,TCP,App3
33969,GRE,Database
22023,ESP,Test
323,OSPF,Database
507,ICMPv6,SG-65
617,ESP,App1
31097,OSPF,App4
30051,ICMP,App1
1000,ESP,Test
579,GRE,Messaging
586,OSPF,App1
185,ICMPv6,App3
358,IPv6,Database
55208,UDP,SG-898
693,GRE,Test
809,ICMP,Staging
24577,IPv6,Staging
148,ESP,Web
543,GRE,Database
867,GRE,App3
376,UDP,Test
673,TCP,Prod
39,AH,Dev
659,TCP,SG-883
605,GRE,Dev
76,ICMP,Dev
24212,ESP,SG-477
49889,ICMPv6,SG-53
337,ICMP,Dev
976,UDP,SG-986
55250,ICMPv6,SG-546
24173,ESP,App3
492,UDP,App3
756,GRE,Web
684,AH,Messaging
939,ICMPv6,SG-607
245,ESP,Database
238,AH,SG-593
118,IPv6,Web
13963,UDP,SG-702
358,OSPF,App1
882,ESP,Staging
45492,UDP,App2
771,ICMP,App4
63600,TCP,Database
39323,AH,SG-414
384,ESP,App2
16898,UDP,App4
63007,IPv6,SG-777
810,AH,App3
854,ESP,App1
14,ICMPv6,SG-631
117,OSPF,Web
52573,OSPF,Cache
636,ICMP,App2
342,AH,App3
418,ESP,Web
796,TCP,SG-950
777,ICMP,App1
9609,GRE,App3
40057,UDP,Database
477,ICMP,Prod
14603,TCP,Database
311,ICMP,Staging
96,IPv6,Cache
902,OSPF,App4
630,UDP,Cache
584,OSPF,Dev
48164,OSPF,SG-480
670,TCP,App1
56748,ICMP,SG-690
92,ICMPv6,Database
10391,IPv6,Database
684,ICMP,Staging
659,ESP,Test
11487,OSPF,App1
705,UDP,Messaging
876,IPv6,Messaging
547,AH,SG-177
164,OSPF,Staging
420,IPv6,App2
33166,IPv6,Web
421,GRE,Database
474,UDP,Database
343,ICMPv6,App2
8878,OSPF,SG-898
682,GRE,App2
69,AH,SG-369
995,GRE,Prod
49066,ESP,Web
106,OSPF,App2
122,GRE,Web
846,IPv6,Staging
511,ICMP,Database
504,OSPF,App4
331,OSPF,App3
16698,ICMPv6,App1
1059,ESP,Test
7,ICMPv6,App1
737,GRE,SG-24
1015,TCP,App2
961,ICMPv6,Web
951,OSPF,Prod
121,GRE,SG-319
323,ESP,App1
170,GRE,SG-745
851,ICMPv6,Test
371,IPv6,App1
18349,UDP,Web
26784,AH,App2
49948,UDP,App1
20581,OSPF,Cache
23367,ESP,SG-532
105,ESP,SG-358
52697,UDP,Dev
3372,OSPF,App1
425,ICMP,SG-863
741,GRE,SG-655
415,AH,SG-481
23960,ICMP,SG-226
116,IPv6,App4
33910,OSPF,Staging
212,AH,App2
209,ICMPv6,Web
811,TCP,SG-906
54126,ICMP,Dev
447,ICMP,Prod
768,ESP,Web
659,AH,App4
149,IPv6,Prod
658,TCP,Web
20135,ESP,App1
46176,ICMPv6,SG-336
145,IPv6,Messaging
673,OSPF,App4
947,ICMP,SG-780
56,ICMPv6,Staging
838,TCP,App1
63963,TCP,App2
247,IPv6,Test
218,ICMP,Messaging
10895,ESP,App2
903,ICMP,Database
23205,OSPF,App4
54540,OSPF,Test
726,ESP,Cache
116,AH,SG-62
278,ICMP,Test
302,GRE,App2
62895,AH,SG-235
730,UDP,SG-502
295,ESP,Database
20236,TCP,Cache
783,OSPF,Cache
518,ICMPv6,Staging
559,AH,App1
20453,ESP,Dev
491,TCP,Prod
19431,AH,App4
874,AH,Messaging
319,ESP,App4
27306,IPv6,Messaging
81,ICMP,SG-7
31081,OSPF,Dev
6146,UDP,Dev
32899,AH,App1
51,TCP,SG-278
254,TCP,SG-8
992,GRE,App4
152,AH,SG-96
2661,GRE,Staging
748,OSPF,App1
187,ICMPv6,Cache
20741,TCP,Dev
310,OSPF,Dev
164,TCP,SG-787
57505,ICMP,SG-532
50800,ICMP,Messaging
21382,AH,App4
58764,OSPF,SG-478
370,IPv6,Staging
254,GRE,Messaging
63871,IPv6,Database
1010,GRE,Prod
639,OSPF,Dev
676,GRE,Staging
41325,OSPF,SG-653
36636,GRE,Prod
60737,TCP,Dev
64232,ESP,Prod
1004,UDP,SG-614
53123,UDP,Database
640,ICMPv6,Test
43242,ESP,SG-464
461,TCP,Staging
49,ESP,Database
137,ICMP,App4
55022,IPv6,App4
39033,TCP,Staging
611,ESP,App3
47393,OSPF,Messaging
727,TCP,SG-217
29379,ICMPv6,Dev
17488,IPv6,Web
714,GRE,SG-215
960,TCP,App1
699,TCP,Test
17613,ESP,App4
787,TCP,SG-802
44740,AH,Web
447,TCP,SG-614
128,AH,Messaging
65079,ESP,App2
564,ICMPv6,Database
1002,GRE,Web
12398,GRE,App1
154,TCP,SG-447
563,ICMPv6,SG-118
31,ESP,Staging
8719,ESP,SG-394
866,UDP,App2
6880,TCP,SG-904
53847,IPv6,Database
89,ICMPv6,SG-535
787,IPv6,App1
56326,ESP,App4
664,ICMPv6,App1
30421,AH,App3
1395,UDP,Prod
247,ICMPv6,App4
870,ICMPv6,Cache
394,GRE,App3
4230,ICMPv6,Messaging
631,IPv6,App3
54808,OSPF,App1
829,GRE,Cache
750,ICMPv6,SG-932
44,UDP,App1
20180,OSPF,Dev
61590,OSPF,Web
179,TCP,SG-314
500,AH,SG-861
613,AH,SG-117
874,OSPF,SG-45
42,AH,App3
940,TCP,Test
634,OSPF,Test
43133,ESP,App3
482,IPv6,Web
560,AH,Web
126,UDP,App2
1005,ICMP,App3
50199,ICMP,Prod
266,IPv6,App1
140,TCP,Prod
109,ICMPv6,Messaging
375,OSPF,Dev
42836,IPv6,SG-589
653,ESP,Staging
149,GRE,Staging
53003,ICMP,Messaging
44573,UDP,Dev
936,AH,App1
15780,ICMP,Messaging
8014,IPv6,Database
932,OSPF,SG-670
833,TCP,App4
588,ESP,Staging
56905,UDP,SG-373
712,ESP,Web
898,AH,Prod
496,IPv6,Cache
17703,ICMP,App3
54503,GRE,SG-335
178,IPv6,Database
95,ESP,SG-387
21603,ESP,Dev
411,TCP,Web
997,TCP,Web
3360,ICMP,Dev
12796,TCP,Test
456,OSPF,App4
109,ICMP,Cache
31430,AH,Dev
54768,IPv6,SG-496
51331,ESP,Dev
367,UDP,App2
63738,ESP,Messaging
813,TCP,SG-302
62925,ICMP,App2
31456,OSPF,Messaging
442,TCP,Test
2601,OSPF,SG-896
354,AH,App1
483,ICMP,App1
899,ICMPv6,App3
557,UDP,Test
646,AH,SG-588
45455,IPv6,SG-293
293,ICMP,SG-677
25,ICMP,App4
237,ESP,App2
63179,AH,Cache
503,TCP,Cache
936,ICMP,Database
619,ICMP,Messaging
1764,IPv6,SG-780
130,UDP,Cache
417,GRE,Prod
1387,ICMP,App4
37166,TCP,Test
473,AH,Cache
950,IPv6,App2
20665,UDP,App2
58449,ESP,SG-721
594,ICMPv6,Dev
636,AH,Web
14164,IPv6,Messaging
617,TCP,App3
50828,UDP,Dev
1621,ICMP,Test
411,GRE,Web
16292,GRE,App3
31447,AH,Staging
562,GRE,SG-220
784,TCP,Staging
616,GRE,Messaging
516,GRE,Prod
515,UDP,App2
13824,OSPF,App1
826,GRE,App3
585,UDP,App2
831,ICMP,Staging
703,AH,Cache
57946,ICMPv6,Dev
56710,GRE,SG-627
849,UDP,Staging
57806,GRE,Web
650,UDP,Database
769,GRE,Prod
766,UDP,Staging
282,AH,App2
56252,IPv6,App3
730,ESP,Database
910,TCP,Web
660,ESP,SG-84
497,ICMPv6,App2
460,ESP,Dev
762,ESP,Database
910,OSPF,Cache
983,ICMPv6,Web
819,IPv6,Staging
700,ICMPv6,App4
284,OSPF,App1
50314,UDP,SG-491
56801,UDP,SG-711
541,ICMPv6,Staging
60327,ICMPv6,Web
33322,GRE,SG-890
668,ESP,Messaging
51829,AH,App4
738,ICMP,Staging
49262,TCP,Test
55449,TCP,App3
50127,AH,SG-961
68,IPv6,SG-902
632,ICMPv6,Test
137,ICMPv6,Staging
4752,UDP,Test
162,UDP,App4
532,AH,App1
57232,IPv6,App3
225,ICMPv6,Cache
64331,ESP,App4
25007,AH,SG-412
20013,AH,Cache
42282,ICMPv6,Messaging
495,GRE,SG-559
2503,UDP,SG-195
237,ICMPv6,Web
113,GRE,Web
564,TCP,App2
39248,UDP,App2
346,UDP,SG-753
41,AH,SG-197
933,TCP,SG-989
386,IPv6,Test
23425,TCP,Test
146,GRE,App2
39249,AH,App2
950,GRE,SG-946
246,IPv6,App4
103,ICMP,App1
50518,ICMPv6,Web
962,IPv6,SG-782
227,TCP,Database
708,AH,App4
6849,UDP,SG-119
11760,IPv6,Database
789,UDP,Test
972,UDP,Messaging
596,AH,App2
46833,ICMP,App4
1004,IPv6,SG-690
60146,OSPF,Web
31042,IPv6,Cache
18144,ICMPv6,SG-56
55239,ICMPv6,SG-201
60561,ICMP,SG-750
590,TCP,App2
26804,GRE,App2
43292,ESP,Test
765,ICMPv6,SG-664
8438,UDP,App1
743,TCP,Web
977,ESP,App2
901,OSPF,Cache
821,OSPF,Test
38284,UDP,Dev
54289,ESP,Prod
728,GRE,Database
251,ICMP,SG-895
52814,IPv6,Messaging
821,GRE,Messaging
21,ESP,Web
102,GRE,App1
301,ICMPv6,App1
46180,UDP,SG-264
383,UDP,Test
1006,TCP,Messaging
24500,AH,Staging
19268,GRE,Cache
498,UDP,SG-829
466,OSPF,Web
25622,AH,Staging
21564,TCP,Messaging
145,OSPF,SG-261
426,ICMPv6,Prod
8796,TCP,App3
802,ESP,App2
619,TCP,Database
915,ICMPv6,Staging
832,UDP,App3
8042,ICMPv6,App1
977,UDP,SG-693
378,ICMP,Prod
44544,ESP,Dev
17561,OSPF,Test
903,TCP,SG-325
32429,OSPF,App1
21743,ESP,Test
373,AH,Prod
922,GRE,SG-737
709,AH,SG-112
597,GRE,Staging
16,ESP,Dev
446,GRE,Prod
179,UDP,SG-184
200,ESP,SG-237
581,UDP,SG-785
471,ESP,Web
368,ICMPv6,Test
430,ESP,Dev
334,AH,Messaging
576,ESP,App4
56368,ICMPv6,SG-139
40969,TCP,Cache
610,ESP,Dev
62064,ICMP,Test
685,UDP,SG-68
43283,IPv6,Test
727,OSPF,Prod
25940,ESP,Web
701,ICMP,SG-529
295,TCP,Dev
63,IPv6,App4
200,ICMP,Staging
15288,IPv6,Messaging
30882,IPv6,Dev
40731,UDP,Web
664,OSPF,SG-65
677,ICMP,Web
12235,ICMP,SG-151
28438,ICMPv6,SG-703
771,GRE,App1
675,ICMPv6,Dev
262,OSPF,Cache
775,ICMP,SG-636
8274,IPv6,Dev
862,IPv6,SG-108
56388,AH,Dev
5540,OSPF,SG-168
221,UDP,App1
54968,UDP,App1
204,AH,App2
240,ICMP,Web
746,TCP,Messaging
182,OSPF,App4
37014,ESP,Messaging
36517,OSPF,Messaging
52058,GRE,Web
43,UDP,Prod
572,IPv6,SG-653
986,AH,App4
413,GRE,Database
35973,ICMPv6,App1
44574,GRE,Staging
22674,OSPF,SG-806
19,IPv6,SG-372
63,GRE,SG-827
29667,OSPF,App1
60454,UDP,SG-814
451,ESP,Test
31471,OSPF,Staging
26189,TCP,App1
55,AH,Dev
550,GRE,Web
866,ICMP,SG-289
6128,TCP,App1
602,IPv6,SG-742
51326,ICMP,Dev
328,AH,Staging
71,IPv6,Web
461,AH,SG-626
874,ICMP,Prod
59741,AH,Cache
453,TCP,Dev
59738,UDP,App4
10972,ICMPv6,App1
979,GRE,SG-890
62075,TCP,SG-603
1370,IPv6,Database
45191,AH,SG-647
1003,ESP,App2
458,ICMPv6,Web
7763,TCP,Cache
47801,TCP,Staging
43,AH,SG-625
372,ICMPv6,Staging
56443,OSPF,App3
96,AH,SG-264
416,GRE,SG-159
64709,ESP,App1
5076,TCP,Dev
29828,ICMPv6,App1
52072,IPv6,SG-461
157,OSPF,App1
62358,ESP,App1
46429,TCP,Dev
518,AH,SG-435
7664,ICMPv6,Staging
50615,ICMP,Dev
112,GRE,SG-300
12045,ICMPv6,Messaging
433,ICMPv6,SG-823
6307,ICMP,Staging
4417,TCP,Dev
778,UDP,Dev
360,IPv6,Database
39633,ICMPv6,App3
595,ICMP,App4
215,GRE,SG-630
23,ICMP,Web
861,IPv6,SG-114
527,GRE,SG-195
443,TCP,Database
716,ICMP,SG-69
21421,ICMP,Test
438,IPv6,SG-210
885,AH,App2
863,TCP,SG-30
13914,GRE,Cache
56332,IPv6,Prod
258,IPv6,SG-418
959,IPv6,SG-470
36002,UDP,Test
25723,GRE,App2
61449,UDP,Staging
14590,AH,Staging
436,ICMP,App1
925,UDP,App1
646,ESP,App1
818,ICMPv6,SG-992
470,UDP,App4
62410,IPv6,Cache
665,TCP,Messaging
363,GRE,SG-692
839,ESP,SG-503
14118,ICMPv6,Dev
626,TCP,Test
78,IPv6,SG-635
30219,TCP,SG-282
32756,IPv6,Messaging
893,ESP,SG-169
45077,GRE,Staging
783,ICMPv6,Database
300,ESP,SG-556
62,AH,App2
868,ICMPv6,App1
302,ICMP,Cache
26419,GRE,Staging
68,UDP,App1
201,ICMP,App2
37508,ICMP,Messaging
804,GRE,App2
34917,IPv6,Staging
672,ICMPv6,Web
484,ESP,Dev
35537,AH,Web
611,GRE,App1
36873,GRE,App2
59955,ICMPv6,SG-721
24887,AH,Database
50,TCP,App3
58952,ICMP,Staging
979,AH,Dev
39,UDP,App1
37,ICMPv6,App4
966,ESP,Dev
904,UDP,Messaging
989,IPv6,App2
55131,TCP,Web
843,ICMPv6,Test
12883,IPv6,App3
860,TCP,SG-640
68,ESP,Test
384,TCP,SG-53
390,UDP,SG-893
37999,OSPF,Test
870,ICMP,SG-416
634,AH,Database
41914,TCP,Cache
21484,UDP,App3
275,UDP,SG-279
553,IPv6,SG-226
645,AH,Messaging
624,IPv6,Database
42940,TCP,SG-205
52021,OSPF,Prod
686,GRE,Dev
56558,ICMP,App2
207,GRE,SG-83
338,UDP,Prod
52863,GRE,SG-246
174,IPv6,App4
22989,ICMPv6,Database
2863,UDP,SG-598
60581,OSPF,App1
15051,OSPF,Prod
34657,OSPF,App2
544,UDP,Prod
63528,ESP,SG-956
39770,TCP,SG-994
59894,ICMPv6,Database
644,AH,Web
11,OSPF,App2
121,AH,App1
746,OSPF,Prod
299,IPv6,Cache
792,AH,Prod
48,ICMP,SG-992
556,ICMP,Web
286,UDP,SG-572
29266,TCP,App3
35600,UDP,Messaging
503,GRE,App4
670,OSPF,SG-565
889,GRE,Web
316,ICMP,App3
53180,UDP,App3
54152,OSPF,Cache
636,ESP,SG-479
12680,ICMP,App2
977,OSPF,Prod
815,IPv6,SG-333
50306,ICMPv6,App1
236,AH,App1
540,AH,SG-670
988,ICMPv6,Prod
49287,OSPF,Cache
324,AH,App4
196,GRE,Dev
13663,ICMPv6,Messaging
58162,TCP,SG-738
32,UDP,Cache
849,TCP,Prod
336,GRE,Messaging
241,IPv6,Cache
679,UDP,SG-982
352,OSPF,Cache
723,GRE,Staging
726,GRE,Dev
891,IPv6,Cache
707,OSPF,Prod
649,AH,SG-683
49016,ICMP,Messaging
7236,UDP,SG-77
29599,ICMP,SG-896
350,ESP,App2
756,IPv6,App3
54,AH,SG-46
35032,ESP,Messaging
255,UDP,App2
24790,UDP,SG-554
13210,TCP,Cache
64800,ICMP,Database
58702,ICMP,App2
58827,UDP,SG-717
672,OSPF,Web
54980,TCP,App3
11103,UDP,Cache
380,UDP,Dev
687,ESP,Database
183,OSPF,Messaging
947,IPv6,SG-266
20421,UDP,SG-987
701,TCP,Staging
426,AH,Cache
53968,ICMP,Cache
113,UDP,Cache
408,UDP,Test
757,OSPF,SG-913
551,OSPF,App3
36422,OSPF,App4
33996,AH,Cache
21326,AH,Messaging
12989,IPv6,SG-637
979,IPv6,Staging
532,UDP,App2
580,AH,SG-880
1041,ICMP,Web
8738,IPv6,Database
77,IPv6,Dev
227,ESP,Database
362,ICMP,Staging
45286,UDP,App2
975,TCP,App2
10867,ICMPv6,Dev
420,ICMPv6,SG-628
110,ESP,Web
43626,OSPF,Staging
488,IPv6,SG-662
748,ICMP,App2
892,IPv6,Staging
485,TCP,Test
29894,TCP,App2
534,TCP,Prod
379,UDP,Prod
20424,ESP,Messaging
94,OSPF,App1
214,ESP,SG-437
515,AH,Dev
13550,UDP,App1
757,ICMP,Cache
855,IPv6,App4
48996,OSPF,Dev
11214,ICMP,Prod
535,ICMP,SG-420
28855,UDP,Messaging
1650,AH,SG-955
512,OSPF,App4
164,ICMP,App4
588,ICMPv6,SG-897
40360,AH,App2
687,ICMPv6,SG-962
334,OSPF,Messaging
714,ICMPv6,Prod
998,AH,App1
26,ICMPv6,App4
243,ICMPv6,Prod
351,IPv6,Dev
591,ICMP,App4
31238,ICMPv6,Test
449,ICMPv6,App1
624,AH,Dev
905,OSPF,App3
905,IPv6,App3
1010,ICMP,App4
65356,IPv6,Staging
827,ICMPv6,SG-525
979,OSPF,SG-479
942,IPv6,Dev
732,AH,SG-906
43754,UDP,Messaging
26694,UDP,Database
47427,GRE,Prod
518,GRE,SG-589
627,ICMP,Web
15809,UDP,Test
120,GRE,App4
317,ICMPv6,Cache
984,OSPF,Test
21413,ICMP,SG-307
535,IPv6,Test
60546,IPv6,Prod
28652,GRE,App3
50992,IPv6,Cache
