dstport,protocol,tag
364,TCP,Messaging
8470,UDP,App1
722,GRE,Cache
869,IPv6,Dev
943,IPv6,Web
530,ICMPv6,Cache
7544,GRE,Prod
461,UDP,Prod
45389,OSPF,App4
640,AH,SG-604
110,GRE,Test
228,GRE,Prod
654,ICMP,Test
561,ICMP,Database
807,OSPF,Test
107,TCP,Prod
377,TCP,SG-89
6209,ESP,Dev
258,GRE,App4
43125,TCP,Web
891,AH,Staging
682,ICMPv6,Web
7,OSPF,App1
294,TCP,Messaging
17,AH,Database
21,AH,SG-983
65246,ESP,App2
932,UDP,Test
37697,GRE,App2
595,ICMP,SG-401
59,ICMP,App2
821,IPv6,Messaging
59581,OSPF,App2
62990,UDP,App4
785,UDP,App4
753,ICMPv6,Cache
57,OSPF,SG-830
719,ICMP,Web
548,ESP,Messaging
601,OSPF,Test
816,TCP,SG-556
858,UDP,SG-122
380,AH,SG-148
17866,GRE,Messaging
760,IPv6,Test
955,OSPF,Web
116,ICMP,App2
369,IPv6,Web
31135,UDP,Cache
748,TCP,App4
451,IPv6,Database
40937,ICMPv6,Staging
819,AH,Prod
628,UDP,Staging
847,UDP,Cache
871,IPv6,Prod
219,ESP,SG-162
359,IPv6,Messaging
435,ICMP,App4
37610,ESP,SG-861
44689,ICMPv6,Dev
750,OSPF,SG-18
649,OSPF,Messaging
718,ICMP,App4
669,OSPF,Cache
64617,ESP,Web
62508,ICMP,Test
53899,OSPF,Staging
343,ICMP,Prod
26937,OSPF,Staging
238,OSPF,Staging
476,IPv6,Dev
57953,ESP,Cache
637,AH,SG-52
129,UDP,SG-543
967,AH,App4
77,IPv6,SG-248
252,ICMP,Prod
43425,AH,Database
47398,AH,App2
49211,GRE,Test
19019,TCP,Messaging
13781,OSPF,SG-711
768,ICMP,App1
75,ICMPv6,App3
15782,IPv6,Prod
68,ESP,Test
76,OSPF,SG-259
838,AH,SG-493
68,TCP,Staging
856,TCP,Database
65468,OSPF,App2
148,OSPF,App3
9770,ICMPv6,Staging
301,ICMP,Cache
5088,ESP,Dev
53153,ESP,Web
9309,AH,Messaging
30,GRE,Messaging
437,TCP,Test
663,UDP,Dev
782,ESP,SG-669
51699,OSPF,Prod
970,ICMP,App4
57335,UDP,Web
346,UDP,App3
56179,TCP,App2
274,UDP,Database
1016,AH,Prod
773,ICMPv6,App4
728,ESP,App1
63873,UDP,Test
92,ICMP,App3
428,IPv6,Prod
58772,TCP,Database
331,TCP,App3
599,ICMP,SG-687
1619,TCP,App2
688,ICMP,Staging
204,ICMPv6,SG-175
999,ICMPv6,SG-142
633,ICMP,Messaging
59260,AH,SG-355
40980,UDP,App1
850,ICMPv6,Web
59399,IPv6,SG-748
38744,AH,App2
373,IPv6,App1
777,TCP,Web
44928,ESP,SG-139
542,IPv6,Prod
387,OSPF,SG-558
62086,OSPF,Messaging
957,OSPF,Prod
45457,AH,SG-993
42464,ESP,Web
55156,OSPF,SG-478
3570,UDP,Database
9,ESP,SG-474
212,OSPF,App3
4085,AH,Cache
58450,IPv6,SG-118
16301,OSPF,Web
65208,TCP,SG-187
541,ICMPv6,Web
365,OSPF,App4
533,UDP,Web
522,OSPF,App1
50051,OSPF,Prod
55367,AH,Messaging
222,ICMP,SG-761
336,OSPF,SG-860
126,ESP,Test
18147,OSPF,App1
45410,TCP,Messaging
432,ICMP,App3
908,ICMPv6,Prod
61089,UDP,App1
182,OSPF,Dev
9671,TCP,App2
1020,TCP,Web
786,UDP,Database
133,IPv6,App4
45,UDP,Database
457,GRE,Database
43270,IPv6,Messaging
1531,UDP,Test
38,TCP,SG-329
232,GRE,App2
36929,TCP,Dev
764,TCP,SG-816
62,IPv6,App4
967,TCP,App3
345,ICMP,App4
346,IPv6,Test
871,ICMPv6,SG-12
41496,UDP,Database
11762,GRE,App4
1014,ICMPv6,Prod
923,ESP,App1
17377,ICMP,Cache
543,TCP,App4
358,ESP,App2
679,AH,App1
946,TCP,App3
419,ICMPv6,SG-464
58737,AH,App1
108,ESP,App3
12414,AH,SG-669
613,OSPF,App4
272,ICMP,Web
84,ICMP,SG-89
337,UDP,Database
57257,IPv6,Dev
168,ICMP,App4
64177,ESP,Database
712,GRE,Cache
480,GRE,Cache
49,GRE,App2
542,UDP,App4
353,TCP,App2
354,AH,App2
597,IPv6,App1
31314,AH,App4
391,ICMP,SG-951
619,ICMP,App3
227,AH,SG-315
286,GRE,Prod
849,GRE,Web
823,UDP,Cache
32242,TCP,Prod
778,AH,Web
550,ESP,App2
860,ESP,App4
158,GRE,Messaging
781,GRE,Dev
764,ICMP,SG-640
825,IPv6,SG-440
171,GRE,Test
902,UDP,App4
451,UDP,App4
937,ICMPv6,Staging
20427,TCP,SG-355
459,OSPF,Web
51406,ICMPv6,App1
333,AH,Messaging
673,AH,SG-585
349,ICMP,Test
877,ICMPv6,Web
903,GRE,App3
61704,AH,SG-417
491,GRE,App1
434,UDP,Test
56002,GRE,Cache
968,OSPF,Staging
276,TCP,Database
690,AH,Messaging
298,ICMPv6,Web
566,TCP,Prod
45998,GRE,SG-189
760,TCP,App1
199,IPv6,SG-231
98,AH,Dev
24861,UDP,Cache
297,UDP,App3
610,ESP,Database
34229,ESP,Cache
941,TCP,SG-117
984,AH,Database
59151,GRE,SG-355
33940,TCP,Cache
49700,GRE,SG-721
62903,AH,Staging
836,ICMP,SG-668
850,AH,Web
367,ICMPv6,Database
6950,ICMPv6,Web
9552,IPv6,Prod
359,ICMPv6,SG-407
129,TCP,Staging
803,ESP,Test
984,ICMP,App1
30789,OSPF,SG-701
65245,TCP,Dev
248,TCP,Staging
47661,OSPF,App2
14778,ICMPv6,App1
17514,IPv6,App3
1368,IPv6,SG-385
60335,OSPF,Prod
273,UDP,Dev
395,IPv6,Database
763,OSPF,Web
482,TCP,Dev
788,GRE,Cache
509,GRE,SG-41
947,IPv6,SG-582
779,ICMPv6,App4
319,ICMP,App2
795,GRE,App1
845,OSPF,Database
40167,TCP,Staging
1478,ICMPv6,Cache
20809,IPv6,App4
49624,GRE,SG-73
802,IPv6,Prod
6,ICMP,Test
732,IPv6,SG-427
295,OSPF,SG-803
3179,AH,Dev
614,ICMP,Cache
60421,OSPF,Database
32464,OSPF,SG-504
554,ICMPv6,SG-751
954,GRE,Cache
564,ICMPv6,Web
487,ICMP,App1
833,TCP,Web
57380,TCP,Dev
915,IPv6,SG-123
257,UDP,App1
683,UDP,Database
198,ICMPv6,Database
830,GRE,SG-47
57951,GRE,Prod
23920,AH,Dev
6960,ICMP,App2
456,UDP,Prod
352,ESP,SG-772
666,IPv6,App4
455,ICMP,Database
977,TCP,SG-201
772,ICMPv6,Web
62927,UDP,App3
702,OSPF,SG-304
46405,GRE,Cache
39016,ESP,Prod
667,OSPF,SG-233
837,IPv6,SG-801
535,IPv6,Messaging
94,ESP,SG-47
13002,ICMPv6,Dev
809,IPv6,App4
5935,GRE,Dev
544,AH,Web
919,OSPF,App1
51224,AH,Prod
8036,GRE,Staging
2339,AH,Staging
47962,IPv6,App1
990,TCP,SG-150
313,ICMPv6,SG-176
26381,ICMPv6,App1
36691,GRE,SG-509
594,TCP,Staging
29357,GRE,SG-163
232,UDP,SG-134
12591,ICMP,Database
56138,UDP,Prod
6350,ESP,Database
607,AH,SG-293
58261,TCP,Database
4565,OSPF,App2
827,GRE,Database
20512,ESP,Staging
61,ICMP,SG-856
53975,OSPF,App1
314,IPv6,Dev
55187,ICMP,App2
13122,IPv6,SG-56
781,UDP,Cache
218,ESP,Database
129,ICMP,App2
133,ICMP,App4
813,TCP,Cache
44763,ESP,Database
15437,ICMP,App3
441,OSPF,App4
256,IPv6,App4
5739,IPv6,SG-111
933,ICMP,Staging
18969,ESP,Dev
985,IPv6,App4
59899,ICMP,Prod
57432,UDP,App2
58574,IPv6,SG-230
376,AH,Web
472,IPv6,App1
17936,UDP,App1
321,GRE,Cache
19696,UDP,Test
484,ESP,Messaging
809,ICMP,SG-314
894,ESP,SG-920
246,ESP,SG-685
987,AH,Messaging
415,TCP,App1
894,TCP,Database
50527,ESP,Cache
42992,ICMPv6,SG-401
35360,ICMPv6,SG-377
456,GRE,Database
46,UDP,App1
954,ESP,App3
242,GRE,Test
28954,IPv6,Database
30416,ESP,App2
280,ESP,SG-58
35681,ICMPv6,Web
54173,OSPF,SG-422
58175,UDP,Staging
520,OSPF,Web
61097,ICMPv6,Staging
152,ICMPv6,SG-879
319,IPv6,App2
4063,GRE,Web
480,ICMP,App3
272,ESP,Messaging
944,IPv6,App2
581,ICMP,SG-296
634,ICMPv6,App2
41149,ICMPv6,SG-449
1880,ESP,Web
703,UDP,Database
13879,ICMP,SG-112
520,UDP,App3
64370,ICMP,SG-758
241,IPv6,SG-158
635,ESP,SG-139
365,ICMP,SG-303
907,ICMPv6,Test
53223,TCP,SG-284
49448,IPv6,SG-109
8967,OSPF,SG-643
3102,ICMPv6,Database
8259,ESP,Test
654,AH,App3
524,ICMP,App4
9101,GRE,Messaging
746,ESP,SG-633
10689,IPv6,SG-301
8227,OSPF,SG-347
359,GRE,SG-922
878,IPv6,App1
59828,ESP,SG-316
46914,GRE,Cache
81,ESP,Test
54842,AH,Web
372,UDP,App2
406,ICMPv6,Test
971,UDP,SG-642
948,GRE,App1
97,OSPF,Prod
45259,AH,App1
973,OSPF,Test
749,GRE,App1
768,GRE,SG-364
128,ESP,SG-433
55220,IPv6,Dev
52709,ICMP,App3
940,ESP,App3
50837,ICMP,Dev
740,ICMP,Prod
41986,TCP,Messaging
767,ICMPv6,Dev
8169,ICMP,Dev
44,ICMPv6,Database
930,TCP,Messaging
64563,UDP,Staging
313,ICMP,Test
645,GRE,SG-915
38871,ESP,SG-539
806,ICMP,App2
882,TCP,App2
579,UDP,App3
41875,TCP,Messaging
858,IPv6,App2
694,IPv6,Messaging
1001,UDP,Messaging
968,TCP,Messaging
5405,ICMP,SG-337
871,AH,Dev
714,ICMPv6,SG-700
715,AH,Dev
851,GRE,Database
189,ICMP,SG-316
980,ICMP,SG-622
748,ICMP,Web
118,UDP,App2
280,ICMPv6,Web
523,GRE,Web
33832,GRE,SG-993
897,TCP,App4
47,OSPF,Staging
14144,GRE,Test
855,TCP,Web
776,ESP,Staging
961,GRE,Cache
105,ICMPv6,App2
523,IPv6,SG-142
920,IPv6,SG-759
708,OSPF,App2
44152,IPv6,SG-448
250,AH,Database
45412,TCP,App4
375,IPv6,Staging
535,AH,App3
17461,UDP,SG-389
70,TCP,App3
21354,UDP,App4
595,ICMPv6,SG-777
175,OSPF,Cache
41326,TCP,SG-417
43275,OSPF,SG-0
17233,AH,Staging
22088,GRE,SG-696
131,IPv6,Web
50439,ESP,Staging
65404,OSPF,SG-9
700,IPv6,App1
902,AH,Messaging
611,ICMPv6,SG-506
747,ICMP,App2
479,UDP,SG-114
236,ICMP,Prod
23396,OSPF,App2
866,AH,App1
52311,IPv6,Cache
16997,OSPF,Database
49649,AH,Cache
43699,TCP,Prod
900,GRE,Database
505,ICMP,Staging
47631,AH,Test
915,AH,Database
53602,UDP,Staging
12940,OSPF,Dev
44875,ICMPv6,Dev
989,OSPF,Staging
476,AH,SG-635
16,ICMP,Test
2371,OSPF,App3
38054,AH,App4
11,OSPF,App4
42629,ESP,Messaging
264,GRE,SG-376
106,ICMPv6,Cache
12938,AH,App4
2940,GRE,SG-617
96,ESP,Test
1,OSPF,SG-666
37657,UDP,SG-457
784,AH,Dev
479,ICMP,App1
300,AH,Staging
63494,GRE,Prod
914,ICMP,App3
408,ICMP,Database
887,ICMP,App2
777,ESP,SG-142
152,AH,SG-66
534,ICMP,Prod
698,ICMPv6,App2
15810,ICMPv6,Messaging
698,IPv6,SG-543
666,UDP,SG-192
59536,TCP,SG-581
21959,ICMP,App3
737,GRE,Web
53715,AH,Prod
718,IPv6,Web
788,ESP,Web
41430,GRE,Test
397,AH,Dev
64976,AH,App1
813,IPv6,App1
41107,ICMP,SG-384
54,TCP,SG-534
63833,ICMP,SG-978
392,ESP,App4
971,GRE,Staging
963,GRE,App3
429,AH,SG-447
205,IPv6,Staging
183,UDP,Prod
882,ICMP,App2
575,ESP,SG-51
730,ICMP,Cache
52252,AH,Prod
901,AH,SG-78
172,ICMPv6,Database
729,TCP,SG-138
39388,ICMP,Database
2,ICMPv6,SG-827
403,ICMPv6,SG-699
700,ICMP,Web
52736,UDP,SG-329
34804,OSPF,App1
480,UDP,Database
29137,TCP,Test
735,TCP,SG-150
439,ICMP,SG-909
350,IPv6,SG-346
15225,GRE,App4
2239,ICMPv6,SG-903
782,ICMPv6,Dev
182,ICMPv6,SG-0
582,TCP,App3
694,ICMP,Dev
53913,OSPF,SG-972
643,GRE,App3
833,ICMPv6,Dev
524,TCP,Dev
56039,ICMP,SG-623
738,ESP,Test
55147,OSPF,SG-316
8489,UDP,Test
30692,OSPF,Dev
14,GRE,Messaging
10338,ESP,SG-777
472,UDP,SG-200
53835,AH,SG-211
58489,OSPF,Prod
799,AH,SG-113
43018,AH,Prod
20826,ESP,Test
59559,OSPF,SG-41
368,AH,SG-251
308,ICMP,App3
49374,ICMPv6,Cache
942,AH,Prod
42176,ICMP,SG-755
202,ESP,SG-180
471,GRE,SG-835
14,OSPF,SG-880
467,AH,Database
877,ICMP,App2
657,UDP,Web
44217,ESP,App4
57101,OSPF,SG-907
11308,TCP,App1
530,TCP,Messaging
81,AH,App2
311,UDP,Cache
274,TCP,Messaging
586,ESP,App4
49978,ICMP,Cache
333,TCP,Test
58,IPv6,Test
647,IPv6,Prod
67,OSPF,Test
1006,TCP,Messaging
326,ESP,Messaging
191,ICMP,App2
911,AH,SG-867
814,UDP,Prod
506,UDP,Test
398,ICMPv6,Messaging
57713,ICMP,Web
41096,IPv6,Prod
31596,OSPF,Database
363,GRE,Cache
164,UDP,SG-966
6130,OSPF,Staging
262,ESP,App2
1003,ICMPv6,SG-854
59,TCP,Dev
80,AH,Dev
19770,IPv6,App1
37008,ICMPv6,Web
244,ICMPv6,App2
953,GRE,SG-921
323,IPv6,SG-833
55625,GRE,Cache
616,OSPF,App2
499,ICMP,Test
633,OSPF,SG-434
748,UDP,Staging
293,IPv6,Prod
656,ICMPv6,App2
56100,OSPF,Web
841,ICMPv6,Database
625,AH,Web
716,ESP,App4
458,ESP,SG-696
52249,UDP,SG-313
10133,ICMPv6,SG-127
831,GRE,SG-546
925,TCP,App2
35492,ESP,Staging
25,IPv6,App1
607,OSPF,SG-876
300,TCP,SG-478
618,UDP,Database
525,UDP,App2
104,ICMPv6,Prod
318,IPv6,Cache
27858,TCP,Messaging
710,TCP,App1
796,ICMP,SG-182
440,ICMP,Web
344,ICMP,Test
904,OSPF,Test
579,ICMPv6,Cache
6202,OSPF,App3
272,GRE,Web
327,ICMPv6,SG-973
607,ICMP,App2
63875,ICMP,Test
23,ESP,App4
6881,GRE,Staging
425,GRE,Prod
644,TCP,App3
927,IPv6,SG-245
550,ICMP,App4
54740,TCP,App1
426,TCP,Dev
57605,AH,Test
30409,OSPF,App1
13692,OSPF,App2
125,UDP,SG-177
853,GRE,App2
48531,ESP,App3
574,ICMPv6,App2
176,GRE,SG-829
7,IPv6,SG-614
32450,ICMPv6,Prod
493,IPv6,SG-281
353,OSPF,SG-468
824,ESP,Database
57508,ICMPv6,Test
41328,AH,Web
972,TCP,SG-936
610,UDP,SG-435
40047,IPv6,SG-549
355,OSPF,SG-42
846,TCP,SG-785
835,UDP,SG-534
780,ICMPv6,App4
51028,UDP,App2
35603,IPv6,Cache
697,AH,Staging
8145,ICMPv6,SG-306
303,TCP,Dev
699,ESP,Staging
76,UDP,App4
40464,ICMP,App3
583,ICMP,Cache
931,GRE,App1
258,UDP,App3
59447,TCP,SG-650
29250,GRE,App2
59450,TCP,SG-649
784,ESP,SG-239
24399,ICMPv6,SG-48
26852,ICMPv6,Web
13752,GRE,SG-28
714,TCP,App4
47,ICMPv6,Database
518,IPv6,App4
5308,ESP,SG-515
292,IPv6,Web
385,OSPF,App4
576,AH,Web
60231,OSPF,Cache
2327,ICMPv6,Database
147,TCP,App2
5879,TCP,Staging
8912,IPv6,Test
12018,ICMP,App4
402,IPv6,SG-116
756,TCP,App1
163,ICMPv6,App2
286,UDP,App1
21940,ESP,Cache
725,ICMPv6,SG-353
58885,ICMPv6,SG-616
945,ICMP,App2
949,TCP,Prod
59078,TCP,App3
968,UDP,Dev
751,GRE,SG-599
550,UDP,SG-206
916,ICMPv6,Cache
26283,UDP,Database
729,IPv6,App1
1001,ICMP,App2
376,GRE,SG-54
27571,ICMP,Dev
908,AH,App1
19595,TCP,SG-122
54073,ICMP,Web
47256,IPv6,Test
842,UDP,Prod
639,TCP,SG-9
17,GRE,SG-412
448,IPv6,App3
75,ICMP,SG-340
12420,IPv6,Prod
8294,ICMPv6,Web
662,ICMPv6,App3
627,AH,SG-162
739,OSPF,App1
99,ICMP,App2
419,ICMP,Database
54292,UDP,Web
22489,TCP,Staging
82,OSPF,Database
52396,TCP,Database
701,OSPF,App4
505,IPv6,Cache
344,ICMPv6,Staging
252,ESP,App3
51293,GRE,SG-610
988,AH,Test
798,OSPF,Database
812,TCP,App1
578,ESP,Dev
20791,UDP,SG-974
3528,ICMP,Web
322,OSPF,App2
271,OSPF,Cache
256,AH,SG-300
215,ICMPv6,Dev
59667,ESP,SG-22
577,GRE,Staging
241,GRE,SG-381
203,UDP,SG-972
35336,ICMPv6,Cache
1010,ESP,Prod
497,OSPF,App4
768,ESP,App1
805,GRE,Staging
591,ICMP,Messaging
299,GRE,SG-957
22139,AH,Test
61232,GRE,App2
162,IPv6,Web
465,UDP,Cache
435,GRE,App3
412,IPv6,App4
50,UDP,Staging
64674,ICMPv6,SG-629
64802,OSPF,App1
43463,GRE,Staging
55066,IPv6,SG-293
58529,UDP,Web
23,OSPF,Dev
617,TCP,Dev
62559,OSPF,SG-717
225,OSPF,SG-74
32654,OSPF,SG-986
15653,ICMP,Database
866,IPv6,Dev
882,OSPF,SG-365
52630,IPv6,Messaging
462,AH,Messaging
61422,AH,App3
445,AH,Prod
49679,TCP,App4
886,UDP,Web
40672,OSPF,Messaging
424,IPv6,Cache
305,TCP,Staging
39708,ICMP,App1
482,ESP,App3
1008,AH,Test
26102,GRE,Test
931,AH,Web
364,IPv6,App4
15496,UDP,SG-278
490,AH,SG-10
1021,ICMP,Web
1018,AH,Staging
6196,TCP,Cache
691,AH,App3
64244,OSPF,App2
22970,GRE,Cache
14573,GRE,Dev
405,OSPF,App4
52551,ESP,Cache
744,AH,Staging
259,ICMPv6,App1
203,ICMPv6,App4
178,AH,Prod
994,OSPF,App1
579,IPv6,Dev
80,UDP,SG-856
401,ICMP,App3
54086,AH,Messaging
680,ICMP,Messaging
697,ICMPv6,Messaging
191,AH,App1
376,TCP,App4
32,ICMP,Test
478,GRE,SG-942
635,UDP,Dev
491,AH,SG-737
32143,UDP,Database
59570,ESP,SG-491
125,GRE,Messaging
671,ICMPv6,SG-988
38980,ICMPv6,Web
5607,AH,Prod
446,TCP,SG-35
26352,AH,Dev
40255,ICMPv6,App2
672,ICMPv6,Test
950,GRE,Web
462,UDP,Test
1017,OSPF,SG-591
593,UDP,Database
58,AH,Prod
575,ICMPv6,Database
43575,AH,App3
706,IPv6,SG-852
44,AH,Dev
165,ESP,App3
4861,ESP,Database
65139,OSPF,Database
638,ICMPv6,Web
234,TCP,Staging
830,TCP,Web
799,IPv6,SG-58
822,AH,App4
677,ICMP,SG-627
278,ICMPv6,App1
621,TCP,SG-734
185,TCP,Dev
39770,ICMPv6,Database
506,GRE,App1
326,TCP,Database
704,ESP,Cache
583,TCP,Messaging
44943,UDP,App2
30511,GRE,Test
5966,AH,Messaging
65433,AH,App1
538,ICMPv6,App2
232,AH,App2
297,GRE,Test
52560,ICMPv6,App2
56541,ESP,SG-836
965,ICMP,Dev
24234,ICMPv6,SG-931
956,ICMP,Test
56489,AH,Dev
65,OSPF,App2
839,ICMPv6,SG-510
738,OSPF,Messaging
256,ICMP,Database
102,ESP,Database
8890,ICMP,SG-543
410,GRE,Messaging
809,TCP,App2
365,TCP,SG-767
897,ICMPv6,Staging
12777,IPv6,App2
210,GRE,SG-958
3,IPv6,App2
61,TCP,SG-710
515,ESP,SG-698
910,TCP,Test
61961,AH,Web
40,IPv6,Staging
605,OSPF,App3
84,ICMPv6,Cache
818,ICMPv6,Dev
514,UDP,Messaging
55564,OSPF,Prod
996,ESP,Database
296,IPv6,Web
180,ICMP,Prod
10206,OSPF,SG-495
840,TCP,Dev
183,GRE,Test
176,OSPF,App4
62202,GRE,SG-707
37358,AH,SG-809
798,TCP,Cache
737,ICMPv6,SG-304
14,TCP,SG-469
523,TCP,App4
135,IPv6,App3
525,ESP,App1
842,IPv6,App3
818,TCP,Database
399,GRE,SG-618
288,IPv6,App3
41582,ICMPv6,Test
540,OSPF,Database
350,ICMPv6,App1
966,ICMPv6,Database
7537,IPv6,Test
569,IPv6,App3
64742,AH,Dev
62528,TCP,App4
1715,IPv6,Dev
63051,OSPF,App2
342,AH,Cache
27381,OSPF,App1
1009,GRE,Messaging
11819,TCP,Test
381,GRE,Staging
190,UDP,SG-557
42029,UDP,SG-938
902,OSPF,Messaging
985,ICMPv6,SG-926
581,GRE,Prod
782,AH,Messaging
885,AH,App3
523,OSPF,Cache
74,AH,SG-986
1318,GRE,Cache
55650,AH,SG-37
338,ICMP,SG-828
787,ICMPv6,Test
3574,GRE,SG-752
611,OSPF,Messaging
947,ICMPv6,SG-283
772,AH,SG-253
17235,UDP,App1
58469,ICMPv6,Staging
61138,OSPF,Dev
786,OSPF,SG-366
958,GRE,Staging
76,ESP,Web
929,ICMP,Database
83,ESP,SG-965
14,IPv6,SG-823
739,ICMP,Cache
707,ICMPv6,App2
530,ESP,Test
443,IPv6,Prod
306,ESP,Staging
986,GRE,Staging
979,UDP,SG-161
290,TCP,App2
68,ICMP,Messaging
974,ICMP,Staging
28840,ICMPv6,SG-573
64641,IPv6,SG-992
323,TCP,App3
47752,UDP,SG-180
52138,TCP,App1
582,ESP,Prod
255,IPv6,App4
124,AH,Cache
15949,OSPF,App3
654,GRE,Test
511,OSPF,Messaging
21830,GRE,Cache
15197,TCP,Prod
56016,IPv6,SG-562
955,UDP,SG-619
24519,ESP,Staging
12641,IPv6,Messaging
471,ESP,Cache
45972,TCP,Prod
54695,OSPF,Cache
559,GRE,SG-199
14164,TCP,Prod
512,ICMPv6,App3
58101,AH,Prod
910,IPv6,App1
1011,ICMP,Web
860,ICMPv6,SG-294
860,ICMP,App2
245,ICMPv6,App2
51166,ICMP,Messaging
801,ICMP,SG-354
2869,OSPF,App2
20056,OSPF,Cache
502,GRE,SG-866
55119,GRE,Database
616,UDP,Dev
57799,TCP,SG-635
191,TCP,SG-325
33,TCP,Cache
987,ESP,SG-834
109,AH,App4
100,OSPF,App2
31142,AH,Dev
623,ESP,Messaging
33325,ICMP,App1
942,ICMP,Test
949,ICMP,SG-970
370,ICMPv6,Test
266,OSPF,Staging
254,GRE,Staging
18967,ESP,SG-933
553,AH,Prod
43,OSPF,App4
14744,IPv6,App3
631,UDP,Web
572,UDP,App4
11525,ICMP,Test
20324,AH,Messaging
549,ICMP,Prod
797,ICMPv6,Dev
9898,OSPF,Test
378,GRE,Test
336,AH,App4
672,ESP,Cache
2290,GRE,Prod
727,UDP,Cache
34615,OSPF,SG-796
160,TCP,Test
813,OSPF,Dev
909,ESP,Database
158,ICMPv6,Staging
9867,ICMP,SG-278
63884,ICMPv6,App3
57170,UDP,Database
27365,ICMP,Staging
666,AH,Messaging
54304,AH,App1
961,AH,App4
438,ICMPv6,Dev
757,ICMP,Prod
477,ESP,SG-132
26008,ICMP,SG-620
43232,IPv6,Web
63898,UDP,SG-259
16809,OSPF,SG-79
743,ICMPv6,Cache
1701,ICMPv6,App4
54502,ICMP,App2
431,IPv6,App3
1001,AH,SG-523
896,ICMPv6,Test
62029,IPv6,Messaging
49231,GRE,SG-501
710,IPv6,SG-590
197,AH,Dev
807,ESP,SG-156
816,IPv6,Test
982,ICMP,App4
315,ESP,App1
692,ICMPv6,Database
21022,UDP,Test
581,ICMPv6,Test
916,ESP,Messaging
32237,ICMP,App4
19398,GRE,Cache
25115,AH,SG-818
31355,AH,App4
44633,UDP,Staging
60595,GRE,SG-25
792,OSPF,SG-237
560,UDP,App3
53453,OSPF,Test
7837,OSPF,App2
238,ESP,SG-231
19901,AH,Web
535,GRE,SG-281
25075,ICMP,Database
3686,UDP,SG-505
334,ICMP,Staging
224,UDP,Staging
72,GRE,Web
29796,ICMP,Test
267,AH,Staging
878,ICMPv6,App2
13,ICMP,SG-674
331,IPv6,SG-725
35643,IPv6,SG-924
38600,ICMPv6,Cache
53,ICMPv6,Messaging
313,TCP,SG-498
10534,UDP,App1
678,AH,Cache
361,IPv6,SG-169
9040,GRE,SG-898
508,UDP,App3
131,AH,Prod
429,UDP,SG-617
745,GRE,Web
1401,UDP,Staging
797,IPv6,Database
335,OSPF,App2
240,ICMP,App1
48430,UDP,Test
41,TCP,Cache
32331,AH,App2
8571,ICMP,Prod
540,ESP,SG-149
1002,AH,Staging
840,ICMPv6,Web
55910,OSPF,Messaging
655,AH,Staging
30716,ESP,SG-451
2655,IPv6,Database
366,IPv6,Dev
809,OSPF,Messaging
284,IPv6,App3
406,ESP,Dev
54966,GRE,Staging
763,IPv6,App1
25117,GRE,Database
211,ESP,Cache
46399,TCP,SG-108
40606,ICMPv6,SG-929
954,ICMPv6,SG-431
18734,TCP,App3
26669,OSPF,App4
36054,ICMP,Messaging
755,AH,SG-678
226,UDP,App4
56330,IPv6,SG-97
942,ICMPv6,SG-606
717,GRE,SG-938
440,ESP,App2
49768,UDP,SG-536
317,OSPF,Database
859,IPv6,SG-768
718,ICMPv6,SG-381
462,ICMP,Test
47046,UDP,SG-488
48623,ICMPv6,SG-510
43702,OSPF,Test
309,IPv6,SG-586
244,AH,SG-822
34564,ICMP,Database
986,AH,Dev
3342,TCP,Cache
61335,OSPF,Staging
18790,IPv6,Messaging
26562,GRE,Messaging
857,GRE,Dev
629,AH,Cache
440,UDP,Staging
522,ICMP,Cache
865,AH,SG-52
1000,TCP,App1
37432,ESP,Staging
52729,TCP,App2
227,ICMP,App3
942,GRE,App1
43138,AH,Cache
55080,ESP,SG-541
763,ICMP,SG-834
891,OSPF,Database
892,IPv6,Dev
167,ESP,App2
20,TCP,Test
362,TCP,Messaging
31,ICMP,App2
50176,IPv6,App4
61310,ICMP,SG-969
103,ESP,Staging
2264,ICMP,Dev
912,AH,SG-114
44752,GRE,SG-147
220,ICMP,Web
57086,AH,App4
61158,AH,SG-208
304,IPv6,Messaging
382,ESP,Cache
35461,ICMP,Staging
631,OSPF,Staging
114,UDP,Cache
627,ESP,Cache
187,ESP,Web
849,AH,Prod
929,IPv6,App3
981,ICMP,App2
28563,IPv6,App4
788,OSPF,App4
10565,OSPF,Prod
44323,ICMPv6,Database
9332,ICMPv6,App2
197,UDP,Staging
993,AH,Dev
15597,AH,Cache
696,OSPF,Staging
64,UDP,App4
427,ESP,SG-820
589,ICMPv6,App2
10,GRE,SG-123
282,ICMP,Cache
903,TCP,Prod
761,OSPF,Staging
802,ESP,Database
30727,ICMP,SG-593
64066,ICMP,Dev
987,TCP,Prod
237,OSPF,App1
5880,IPv6,Dev
824,ICMP,SG-495
594,ESP,Prod
602,OSPF,App3
786,AH,Messaging
560,AH,Staging
604,OSPF,SG-517
160,IPv6,SG-94
918,GRE,SG-471
51974,ICMPv6,Staging
362,ESP,App2
330,ESP,Messaging
57805,GRE,SG-343
451,ICMPv6,Staging
5263,OSPF,SG-272
59025,ICMP,SG-196
9159,GRE,Test
578,UDP,SG-970
580,ESP,Web
23432,GRE,Messaging
648,ESP,Database
62605,ESP,Web
31555,UDP,App4
825,UDP,Cache
31434,ICMP,Test
