Port,Protocol,Count
451,UDP,9
624,IPv6,5
462,TCP,6
595,TCP,9
15103,GRE,1
199,GRE,16
757,IPv6,17
807,AH,15
57502,OSPF,1
374,ICMP,9
241,ICMP,5
38626,TCP,1
61565,UDP,1
63477,AH,1
24676,IPv6,1
58835,OSPF,1
22730,ICMP,1
48068,GRE,1
59,IPv6,4
463,TCP,8
452,UDP,12
240,ICMP,11
64410,AH,1
596,TCP,7
623,IPv6,9
585,UDP,8
60366,UDP,1
11717,ICMP,1
23095,ICMP,1
330,TCP,10
756,IPv6,8
27221,AH,1
52714,ICMP,1
808,AH,7
59681,IPv6,1
889,IPv6,13
373,ICMP,12
26381,GRE,1
62111,GRE,2
900,GRE,10
51725,UDP,1
7021,GRE,1
61198,ESP,1
46788,ESP,1
52557,ESP,1
21436,ICMPv6,1
53604,GRE,1
320,UDP,10
331,TCP,11
453,UDP,13
464,TCP,15
62097,IPv6,1
49234,ICMPv6,1
50449,ICMP,1
62891,UDP,1
759,IPv6,9
53888,ESP,1
243,ICMP,10
597,TCP,17
626,IPv6,8
586,UDP,14
56670,ICMP,1
376,ICMP,11
920,ESP,12
110,ICMP,10
61696,UDP,1
901,GRE,10
809,AH,14
61998,IPv6,1
58480,IPv6,1
57560,GRE,1
19751,IPv6,1
903,GRE,10
332,TCP,5
321,UDP,10
60152,ICMP,1
56363,GRE,1
921,ESP,13
758,IPv6,7
61124,ICMPv6,1
625,IPv6,8
587,UDP,19
598,TCP,4
149,ICMPv6,10
454,UDP,13
465,TCP,9
6210,UDP,1
375,ICMP,8
242,ICMP,19
8871,UDP,1
55472,ICMP,1
53167,TCP,1
3218,ESP,1
57203,AH,1
902,GRE,11
14425,UDP,1
58481,IPv6,1
904,GRE,7
200,TCP,7
51175,IPv6,1
49672,UDP,1
378,ICMP,16
922,ESP,7
245,ICMP,9
112,ICMP,8
322,UDP,7
333,TCP,12
55231,ICMPv6,1
628,IPv6,8
466,TCP,16
455,UDP,11
599,TCP,8
54080,GRE,1
588,UDP,12
56385,AH,1
46088,TCP,1
1019,OSPF,9
57752,OSPF,1
65004,TCP,1
905,GRE,12
4624,ICMPv6,1
51176,IPv6,1
55052,AH,2
22601,ICMP,1
51224,AH,1
377,ICMP,12
923,ESP,15
456,UDP,7
467,TCP,11
111,ICMP,11
244,ICMP,10
589,UDP,9
627,IPv6,10
323,UDP,8
334,TCP,15
201,TCP,5
20414,UDP,1
1018,OSPF,8
52080,TCP,1
53932,ICMPv6,1
54031,ICMPv6,1
49152,GRE,1
906,GRE,14
50029,AH,1
22812,UDP,1
3111,AH,1
247,ICMP,15
924,ESP,8
114,ICMP,8
324,UDP,6
335,TCP,7
468,TCP,8
457,UDP,7
202,TCP,10
1017,OSPF,10
6660,IPv6,1
18126,TCP,1
907,GRE,8
58651,AH,1
60180,ICMPv6,1
45844,UDP,1
27223,AH,1
30924,ICMPv6,1
38581,ICMPv6,1
629,IPv6,8
1948,AH,1
113,ICMP,15
458,UDP,9
469,TCP,6
246,ICMP,12
379,ICMP,10
325,UDP,8
203,TCP,8
336,TCP,12
6844,AH,1
33546,OSPF,1
1016,OSPF,8
46087,TCP,1
52423,AH,1
925,ESP,8
2046,AH,1
908,GRE,15
46429,AH,1
26257,GRE,1
5291,UDP,1
28856,OSPF,1
116,ICMP,8
51229,AH,1
337,TCP,10
326,UDP,13
459,UDP,12
204,TCP,11
26143,ESP,1
1015,OSPF,6
51762,ICMP,1
56692,ICMPv6,1
57881,OSPF,1
926,ESP,4
249,ICMP,10
909,GRE,16
52673,ESP,1
49310,ICMP,1
53095,ICMPv6,1
19912,ESP,1
115,ICMP,12
248,ICMP,10
327,UDP,8
338,TCP,6
205,TCP,8
23512,ESP,1
1147,OSPF,1
1014,OSPF,4
50141,ESP,1
927,ESP,8
339,TCP,11
328,UDP,15
206,TCP,4
1013,OSPF,11
51985,TCP,1
118,ICMP,17
928,ESP,9
59066,ICMPv6,1
53926,OSPF,1
4626,ICMPv6,1
58701,ICMPv6,1
329,UDP,5
207,TCP,7
5956,ICMPv6,1
54081,GRE,1
1012,OSPF,7
3904,IPv6,1
51973,UDP,1
61377,OSPF,1
929,ESP,7
24377,UDP,1
63472,AH,1
117,ICMP,12
47190,ICMP,1
62756,UDP,1
19261,OSPF,1
53092,ICMPv6,1
208,TCP,8
26014,ESP,1
1935,ESP,1
27767,ICMP,1
41348,IPv6,1
64654,ESP,1
64521,ESP,1
119,ICMP,10
209,TCP,14
9748,ICMP,1
29744,ESP,1
13836,AH,1
43453,TCP,1
270,OSPF,12
1021,ICMPv6,8
1022,ICMPv6,7
63956,UDP,1
58705,ICMPv6,1
62759,UDP,1
59249,TCP,1
3118,AH,1
25324,TCP,1
51783,OSPF,1
43745,IPv6,1
60841,AH,1
1020,ICMPv6,8
49316,ICMP,1
45890,ICMP,1
3411,OSPF,1
42165,ICMP,1
42415,IPv6,1
12283,UDP,1
64506,GRE,1
58768,ESP,1
281,ICMPv6,12
272,OSPF,17
1024,ICMPv6,11
59244,TCP,1
40958,TCP,1
51658,OSPF,1
280,ICMPv6,12
47620,AH,1
1023,ICMPv6,5
271,OSPF,14
10774,ICMP,1
12810,ICMPv6,1
64069,TCP,1
40730,ICMP,1
52554,AH,1
65044,ICMP,1
41888,GRE,1
63328,ESP,1
58637,ESP,1
1,ICMP,12
274,OSPF,8
141,OSPF,8
4882,ICMPv6,1
43253,ICMPv6,1
58636,ESP,1
273,OSPF,12
22592,AH,1
10984,UDP,1
16593,AH,1
140,OSPF,9
28410,ESP,1
890,IPv6,13
3,ICMP,4
940,AH,9
51790,OSPF,1
60,IPv6,15
152,ICMPv6,7
60351,UDP,1
63639,OSPF,1
32036,ESP,1
52708,ICMP,1
285,ICMPv6,8
8369,GRE,1
13131,ICMP,1
13514,IPv6,1
276,OSPF,13
143,OSPF,18
26592,OSPF,1
59414,IPv6,1
37340,ICMP,1
51718,UDP,1
941,AH,6
21310,ICMPv6,1
58043,UDP,2
151,ICMPv6,14
38922,IPv6,1
284,ICMPv6,6
56534,ICMP,1
58510,ESP,1
2,ICMP,9
142,OSPF,11
56114,ESP,1
58642,ESP,1
6278,ICMP,1
275,OSPF,19
16629,OSPF,1
37724,IPv6,1
59373,UDP,1
57865,ICMP,1
51218,ESP,1
53028,TCP,1
33234,ESP,1
42291,ICMP,1
64353,IPv6,1
58177,UDP,1
32545,TCP,1
5,ICMP,8
942,AH,5
892,IPv6,12
283,ICMPv6,7
150,ICMPv6,3
39637,OSPF,1
62,IPv6,4
278,OSPF,10
145,OSPF,12
61903,AH,1
50291,AH,1
61724,IPv6,1
891,IPv6,13
4,ICMP,9
54212,UDP,1
58045,UDP,1
943,AH,8
810,AH,16
61,IPv6,9
282,ICMPv6,14
5916,ICMP,1
3603,TCP,1
277,OSPF,10
144,OSPF,10
63154,IPv6,1
63287,IPv6,1
64762,GRE,1
37855,IPv6,1
64842,ICMPv6,1
7,ICMP,12
11962,ICMP,1
58094,ICMP,1
894,IPv6,12
64,IPv6,7
58753,GRE,1
811,AH,14
761,IPv6,8
30279,TCP,1
156,ICMPv6,9
55848,IPv6,1
37421,UDP,1
944,AH,11
289,ICMPv6,8
37687,UDP,1
47609,ESP,1
147,OSPF,7
33497,ESP,1
61068,AH,1
2447,ICMP,1
20162,GRE,1
63,IPv6,10
62753,UDP,1
6,ICMP,8
893,IPv6,8
760,IPv6,12
8634,TCP,1
155,ICMPv6,13
288,ICMPv6,8
39586,ESP,1
146,OSPF,15
945,AH,7
812,AH,9
36823,ESP,1
41521,AH,1
279,OSPF,13
20246,ICMPv6,1
9,ICMP,13
60147,ICMP,1
763,IPv6,13
380,ICMP,9
39697,GRE,1
66,IPv6,9
590,UDP,13
39431,GRE,1
630,IPv6,11
8412,ICMP,1
896,IPv6,10
287,ICMPv6,8
1469,TCP,1
64407,AH,1
154,ICMPv6,12
813,AH,10
3988,UDP,1
59674,IPv6,1
946,AH,11
149,OSPF,10
9458,ESP,1
2481,ICMPv6,1
20693,TCP,1
8,ICMP,5
895,IPv6,5
60700,AH,1
762,IPv6,11
65,IPv6,13
34692,ESP,1
23532,AH,1
591,UDP,7
13351,TCP,1
153,ICMPv6,9
286,ICMPv6,10
947,AH,4
59542,IPv6,1
814,AH,10
9518,ICMPv6,1
148,OSPF,13
33361,ESP,1
64708,OSPF,1
65260,TCP,1
60226,UDP,1
68,IPv6,9
19391,ICMPv6,2
52116,IPv6,1
50146,ESP,1
50279,ESP,1
632,IPv6,7
50523,TCP,1
382,ICMP,9
470,TCP,9
898,IPv6,11
11419,ESP,1
765,IPv6,7
592,UDP,8
54829,AH,1
61233,OSPF,1
948,AH,16
1011,OSPF,9
47149,TCP,1
53447,IPv6,1
815,AH,14
56870,UDP,1
9637,OSPF,1
55020,GRE,1
50012,ESP,1
67,IPv6,6
57570,ESP,1
381,ICMP,9
52831,ICMP,1
593,UDP,17
52921,TCP,1
58881,GRE,1
49354,ICMPv6,1
5455,IPv6,1
471,TCP,20
460,UDP,9
897,IPv6,9
764,IPv6,10
631,IPv6,6
949,AH,7
816,AH,9
25267,OSPF,1
1010,OSPF,10
159,ICMPv6,11
17960,ICMPv6,1
54472,UDP,1
21231,GRE,1
63895,OSPF,1
26164,AH,1
60037,OSPF,1
46538,ESP,1
5075,ICMP,1
45839,UDP,1
594,UDP,6
251,ICMP,8
501,IPv6,11
461,UDP,13
49799,UDP,1
472,TCP,8
634,IPv6,6
50525,TCP,1
767,IPv6,12
51048,IPv6,1
13008,ICMP,1
61037,GRE,1
817,AH,15
15249,ESP,1
53628,AH,1
384,ICMP,10
55979,IPv6,1
158,ICMPv6,5
61102,OSPF,1
50816,IPv6,1
62102,GRE,1
65193,OSPF,1
25190,GRE,1
69,IPv6,11
500,IPv6,9
250,ICMP,9
633,IPv6,15
383,ICMP,11
340,TCP,9
462,UDP,14
595,UDP,7
473,TCP,7
899,IPv6,9
766,IPv6,10
15402,ICMP,1
47604,ESP,1
818,AH,5
157,ICMPv6,8
56241,ESP,1
910,GRE,5
48380,ICMP,1
463,UDP,12
474,TCP,7
596,UDP,5
330,UDP,10
341,TCP,11
503,IPv6,6
55973,IPv6,1
23183,UDP,1
769,IPv6,10
819,AH,5
53068,ICMP,1
636,IPv6,10
930,ESP,14
120,ICMP,17
386,ICMP,5
253,ICMP,11
27661,OSPF,1
911,GRE,8
51725,TCP,1
20211,ICMP,1
55024,GRE,1
20698,TCP,1
55157,GRE,1
51639,ICMP,1
52415,ESP,1
56433,ICMPv6,1
342,TCP,8
331,UDP,11
28992,OSPF,1
17964,ICMPv6,1
475,TCP,14
464,UDP,14
502,IPv6,10
54029,OSPF,1
635,IPv6,11
50659,TCP,1
23224,IPv6,1
768,IPv6,16
385,ICMP,14
597,UDP,7
252,ICMP,7
30261,UDP,1
931,ESP,12
912,GRE,17
53157,TCP,1
57764,ICMPv6,1
57680,GRE,1
24394,TCP,1
60953,ESP,1
56698,ICMPv6,1
56427,OSPF,1
914,GRE,11
343,TCP,11
210,TCP,5
332,UDP,13
55842,IPv6,1
49673,TCP,1
932,ESP,11
47998,ESP,1
9450,ESP,1
388,ICMP,9
598,UDP,13
122,ICMP,9
255,ICMP,8
505,IPv6,10
56125,AH,1
44426,ICMP,1
638,IPv6,12
465,UDP,5
476,TCP,6
62364,GRE,1
54511,IPv6,1
61720,IPv6,1
913,GRE,5
59052,OSPF,1
19050,GRE,1
7723,IPv6,1
20302,TCP,1
4409,GRE,1
55040,ESP,1
915,GRE,7
21316,ICMPv6,1
200,UDP,16
211,TCP,15
60496,TCP,1
61032,GRE,1
17700,ICMPv6,1
13226,TCP,1
23488,IPv6,1
49672,TCP,2
800,ESP,8
933,ESP,11
64799,AH,1
504,IPv6,15
254,ICMP,10
637,IPv6,9
333,UDP,10
387,ICMP,5
344,TCP,12
61906,AH,1
599,UDP,11
121,ICMP,2
466,UDP,11
477,TCP,10
46822,ICMP,1
51349,ESP,1
63763,IPv6,1
57320,TCP,1
62840,GRE,1
916,GRE,12
54869,ICMP,1
39126,OSPF,1
58947,IPv6,1
60462,ESP,1
32288,TCP,1
62432,IPv6,1
801,ESP,10
31701,ICMP,1
124,ICMP,7
934,ESP,16
257,ICMP,6
478,TCP,9
467,UDP,9
58388,GRE,1
212,TCP,15
345,TCP,15
507,IPv6,10
334,UDP,18
201,UDP,9
59046,IPv6,1
61793,ESP,1
33342,UDP,1
13070,UDP,1
59453,GRE,1
59320,GRE,1
14758,AH,1
917,GRE,10
54313,ESP,1
56378,UDP,1
58948,IPv6,1
56978,ESP,1
389,ICMP,10
65195,IPv6,1
256,ICMP,9
802,ESP,11
935,ESP,11
335,UDP,9
346,TCP,11
468,UDP,12
479,TCP,15
123,ICMP,4
506,IPv6,10
202,UDP,10
213,TCP,13
18453,AH,1
64271,GRE,1
639,IPv6,11
56827,GRE,1
16367,ICMPv6,1
918,GRE,15
4633,ICMPv6,1
57444,UDP,1
52425,TCP,1
126,ICMP,6
509,IPv6,8
259,ICMP,10
469,UDP,10
53745,UDP,1
37474,IPv6,1
803,ESP,9
55757,GRE,1
347,TCP,9
214,TCP,8
203,UDP,8
336,UDP,6
55510,ESP,1
936,ESP,7
40249,OSPF,1
63898,IPv6,1
919,GRE,11
62843,GRE,1
51819,ESP,1
57312,UDP,1
52049,ESP,1
58144,ESP,1
5180,TCP,1
258,ICMP,10
508,IPv6,9
337,UDP,7
348,TCP,9
63017,OSPF,1
125,ICMP,10
215,TCP,5
204,UDP,11
61771,GRE,1
804,ESP,13
61546,AH,1
937,ESP,4
25816,ICMP,1
62844,GRE,1
57494,ICMP,1
48938,TCP,1
35799,ICMP,1
11125,GRE,1
58384,GRE,1
59175,IPv6,1
39877,IPv6,1
349,TCP,7
338,UDP,14
216,TCP,7
205,UDP,8
45209,TCP,1
805,ESP,9
128,ICMP,9
938,ESP,7
55649,ESP,1
31086,TCP,1
57572,UDP,1
55215,IPv6,1
62864,ESP,1
35359,GRE,1
339,UDP,7
31523,GRE,1
127,ICMP,14
57129,OSPF,1
217,TCP,12
206,UDP,14
60757,ICMP,1
13371,IPv6,1
18766,ICMPv6,1
14921,OSPF,1
59582,GRE,1
806,ESP,13
939,ESP,11
13731,ICMPv6,1
58028,AH,1
30973,UDP,1
56298,ICMP,1
207,UDP,16
218,TCP,8
64794,UDP,1
3915,IPv6,1
57929,AH,1
60758,ICMP,1
57496,ICMP,1
29419,ICMPv6,1
18636,ICMPv6,1
807,ESP,15
39742,IPv6,1
41581,ICMPv6,1
11122,GRE,1
58273,ESP,1
45288,ICMPv6,1
49756,ESP,1
219,TCP,13
208,UDP,5
1024,OSPF,6
61823,ICMP,1
8461,ICMPv6,1
10005,ICMPv6,1
59470,ESP,1
808,ESP,9
6382,TCP,1
65360,ESP,1
57269,ICMPv6,1
129,ICMP,5
49166,TCP,2
57182,GRE,1
60714,TCP,1
47413,OSPF,1
61711,OSPF,1
24291,IPv6,1
280,OSPF,11
1004,ICMP,7
12856,TCP,1
61668,ESP,1
53883,TCP,1
3686,OSPF,1
809,ESP,4
55659,AH,1
44007,TCP,1
55837,ICMPv6,1
209,UDP,9
49869,GRE,1
46223,ICMPv6,1
11646,UDP,1
51923,GRE,1
52979,IPv6,1
64474,OSPF,1
54507,ICMPv6,1
3562,ICMPv6,1
64350,ICMPv6,1
10327,TCP,1
3887,TCP,1
61667,ESP,1
1003,ICMP,16
53884,TCP,1
16024,GRE,1
60712,TCP,1
52154,GRE,1
16594,ICMP,1
58024,AH,1
50728,GRE,1
13969,ICMP,1
282,OSPF,9
51646,IPv6,1
60515,OSPF,1
1002,ICMP,10
63143,OSPF,1
37216,IPv6,1
24473,AH,1
57051,GRE,1
56820,GRE,1
41572,OSPF,1
9628,ICMP,1
281,OSPF,12
15354,TCP,1
1001,ICMP,12
48262,IPv6,1
55836,ICMPv6,1
49284,UDP,1
60965,UDP,1
46312,ICMP,1
52027,GRE,1
52238,ICMPv6,1
45924,ESP,1
52335,ICMP,1
160,ICMPv6,11
44707,GRE,1
293,ICMPv6,8
284,OSPF,11
18323,AH,1
151,OSPF,6
26743,AH,1
1000,ICMP,9
36317,ESP,1
55824,OSPF,1
57255,OSPF,1
54274,IPv6,1
61063,UDP,1
61363,IPv6,1
63943,AH,1
34050,AH,1
63891,IPv6,1
57263,ICMPv6,1
55773,ESP,1
14873,ESP,1
50614,ESP,1
21055,ICMPv6,1
23681,ICMP,1
61778,GRE,1
292,ICMPv6,7
48397,IPv6,1
283,OSPF,8
150,OSPF,9
51356,TCP,1
48758,ICMPv6,1
61364,IPv6,1
60963,UDP,1
11516,UDP,1
38249,UDP,1
19785,AH,1
3073,IPv6,1
291,ICMPv6,11
52466,ICMP,1
54766,ICMPv6,1
70,IPv6,7
50617,ESP,1
950,AH,16
9480,AH,1
153,OSPF,10
59352,AH,1
23452,ICMPv6,1
31872,ICMPv6,1
286,OSPF,8
3426,OSPF,1
12899,ICMP,1
52411,UDP,1
50016,UDP,1
290,ICMPv6,4
951,AH,11
52598,ICMP,1
57870,IPv6,1
4758,OSPF,1
13605,ICMPv6,1
285,OSPF,10
152,OSPF,13
42708,TCP,1
40371,OSPF,1
44137,TCP,1
57123,OSPF,1
55796,AH,1
53133,AH,1
25415,AH,1
16018,GRE,1
952,AH,8
72,IPv6,8
65515,ICMP,1
54501,OSPF,1
47772,ICMP,1
164,ICMPv6,12
297,ICMPv6,11
288,OSPF,8
155,OSPF,14
57396,OSPF,1
820,AH,10
15804,ESP,1
953,AH,13
71,IPv6,11
163,ICMPv6,6
296,ICMPv6,10
287,OSPF,12
154,OSPF,14
53397,AH,1
74,IPv6,10
954,AH,8
771,IPv6,11
821,AH,7
162,ICMPv6,9
295,ICMPv6,13
50805,OSPF,1
56067,OSPF,1
50998,GRE,1
157,OSPF,11
58594,ICMPv6,1
22066,ESP,1
52982,IPv6,1
19297,UDP,1
770,IPv6,9
822,AH,4
52367,OSPF,1
294,ICMPv6,16
23263,ESP,1
161,ICMPv6,11
73,IPv6,12
289,OSPF,11
156,OSPF,7
955,AH,14
53312,ICMPv6,1
28791,UDP,1
18943,TCP,1
9625,ICMP,1
16014,GRE,1
52375,ICMPv6,1
43408,AH,1
773,IPv6,10
76,IPv6,10
640,IPv6,6
390,ICMP,8
956,AH,13
823,AH,13
26862,ESP,1
168,ICMPv6,7
50944,ICMPv6,1
159,OSPF,15
53005,AH,1
75,IPv6,12
54764,OSPF,1
772,IPv6,8
50999,GRE,1
51141,ICMP,1
167,ICMPv6,8
51097,GRE,1
17344,GRE,1
824,AH,13
54202,AH,1
957,AH,9
61973,OSPF,1
52184,ESP,1
158,OSPF,7
59530,ICMPv6,1
78,IPv6,5
42519,ICMPv6,1
48856,ICMP,1
392,ICMP,10
29190,IPv6,1
58332,ICMPv6,1
1162,ICMPv6,1
642,IPv6,13
775,IPv6,9
480,TCP,11
166,ICMPv6,11
299,ICMPv6,9
37782,AH,1
18094,UDP,1
54467,AH,1
958,AH,13
825,AH,10
54771,ICMPv6,1
774,IPv6,15
391,ICMP,10
77,IPv6,7
25795,ESP,1
13827,ICMP,1
481,TCP,6
470,UDP,6
641,IPv6,12
57092,AH,1
54766,OSPF,1
25366,IPv6,1
298,ICMPv6,8
959,AH,8
62872,AH,1
165,ICMPv6,12
826,AH,13
1216,TCP,1
61057,UDP,1
9524,ICMPv6,1
511,IPv6,12
261,ICMP,5
644,IPv6,9
394,ICMP,10
471,UDP,10
482,TCP,11
777,IPv6,14
827,AH,8
60343,AH,1
50940,ICMPv6,1
1023,OSPF,13
33026,OSPF,1
60748,ICMP,1
59724,TCP,1
79,IPv6,9
33216,UDP,1
643,IPv6,10
472,UDP,5
483,TCP,9
260,ICMP,9
393,ICMP,9
350,TCP,10
776,IPv6,11
510,IPv6,11
828,AH,12
1022,OSPF,9
57318,UDP,1
37650,AH,1
920,GRE,10
59799,ICMPv6,1
130,ICMP,9
351,TCP,12
513,IPv6,7
340,UDP,10
484,TCP,9
646,IPv6,13
473,UDP,9
58203,ICMPv6,1
60341,AH,1
1021,OSPF,10
829,AH,10
779,IPv6,5
396,ICMP,12
940,ESP,11
10002,ICMPv6,1
35073,IPv6,1
263,ICMP,11
921,GRE,5
57319,UDP,1
6240,TCP,1
43896,GRE,1
52492,OSPF,1
474,UDP,16
485,TCP,10
262,ICMP,7
512,IPv6,8
645,IPv6,7
36680,GRE,1
341,UDP,14
352,TCP,10
64022,ESP,1
778,IPv6,6
11459,OSPF,1
1020,OSPF,7
6667,IPv6,1
23808,IPv6,1
395,ICMP,16
941,ESP,13
169,ICMPv6,14
6241,TCP,1
50097,OSPF,1
922,GRE,8
6401,IPv6,1
23119,GRE,1
43860,ICMPv6,1
50500,AH,1
59500,ICMP,1
63324,UDP,1
353,TCP,15
342,UDP,13
475,UDP,8
486,TCP,8
39388,OSPF,1
220,TCP,9
58656,TCP,1
19047,TCP,1
36323,AH,1
26004,UDP,1
515,IPv6,8
265,ICMP,10
648,IPv6,11
64289,ESP,1
398,ICMP,11
942,ESP,7
132,ICMP,10
55938,ICMP,1
923,GRE,11
37788,AH,1
46331,OSPF,1
57579,UDP,1
44863,AH,1
925,GRE,10
18726,ICMP,1
63336,TCP,1
210,UDP,7
343,UDP,8
221,TCP,8
354,TCP,9
41313,ICMPv6,1
26603,ESP,1
514,IPv6,11
65512,ICMP,1
943,ESP,12
58511,UDP,1
647,IPv6,7
131,ICMP,11
487,TCP,11
476,UDP,7
40188,ESP,1
810,ESP,12
397,ICMP,12
264,ICMP,12
59767,ICMP,1
924,GRE,10
25539,ESP,1
54460,AH,1
22381,OSPF,1
19045,TCP,1
7484,ICMP,1
926,GRE,13
51299,OSPF,1
63326,UDP,1
222,TCP,13
211,UDP,10
10490,ICMP,1
811,ESP,9
944,ESP,9
52062,AH,1
267,ICMP,13
9218,AH,1
25913,TCP,1
63926,ESP,1
134,ICMP,13
344,UDP,6
355,TCP,8
517,IPv6,4
8763,UDP,1
477,UDP,11
488,TCP,6
59855,TCP,1
927,GRE,7
27332,UDP,1
63248,ICMP,1
58301,ICMP,1
58657,TCP,1
19922,ICMP,1
812,ESP,8
399,ICMP,12
41087,IPv6,1
945,ESP,9
133,ICMP,14
478,UDP,14
489,TCP,8
57916,ESP,1
516,IPv6,10
266,ICMP,7
8933,IPv6,1
649,IPv6,7
223,TCP,5
212,UDP,12
345,UDP,11
356,TCP,6
3529,ICMP,1
35300,ICMPv6,1
57603,IPv6,1
20651,AH,1
928,GRE,9
32756,ESP,1
54857,ICMP,1
43722,OSPF,1
13849,OSPF,1
40740,IPv6,1
52537,UDP,1
519,IPv6,7
269,ICMP,10
813,ESP,9
946,ESP,11
58243,GRE,1
136,ICMP,15
58935,IPv6,1
357,TCP,8
346,UDP,9
479,UDP,11
224,TCP,10
213,UDP,12
6732,AH,1
4285,IPv6,1
63194,GRE,1
929,GRE,8
14613,AH,1
61180,UDP,1
58686,ICMP,1
3003,AH,1
10866,IPv6,1
135,ICMP,13
34343,ICMP,1
814,ESP,14
268,ICMP,8
347,UDP,9
214,UDP,7
225,TCP,11
358,TCP,9
518,IPv6,8
61761,GRE,1
53736,UDP,1
947,ESP,9
53524,ICMP,1
62905,OSPF,1
43371,IPv6,1
32735,GRE,1
15012,OSPF,1
138,ICMP,8
359,TCP,11
348,UDP,11
226,TCP,16
215,UDP,7
43688,AH,1
56816,GRE,1
815,ESP,17
35620,UDP,1
948,ESP,14
49909,ICMP,1
31688,ESP,1
12168,IPv6,1
20654,AH,1
52403,UDP,1
52037,ESP,1
55296,UDP,1
3492,GRE,1
13988,ICMPv6,1
62850,ESP,1
60336,AH,1
137,ICMP,12
63138,OSPF,1
349,UDP,10
227,TCP,11
216,UDP,7
13794,ESP,1
35449,ICMPv6,1
51127,ICMP,1
38917,ICMPv6,1
53216,GRE,1
816,ESP,9
949,ESP,10
29998,UDP,1
63805,AH,1
57692,UDP,1
60468,AH,1
228,TCP,10
217,UDP,14
39010,ICMPv6,1
31686,ESP,1
65369,AH,1
53739,UDP,1
65236,AH,1
61666,AH,1
817,ESP,10
6686,IPv6,1
53107,ESP,1
61799,AH,1
63594,TCP,1
8299,AH,1
58392,ESP,1
57571,TCP,1
7370,ICMP,1
15028,ICMPv6,1
58015,AH,1
64475,ICMPv6,1
60201,AH,1
229,TCP,8
218,UDP,6
63149,ICMPv6,1
56240,TCP,1
23454,OSPF,1
12514,OSPF,1
53607,UDP,1
33493,TCP,1
24484,AH,1
139,ICMP,10
4596,AH,1
818,ESP,5
10048,GRE,1
63584,UDP,1
59440,GRE,1
38172,ICMP,1
58393,ESP,1
290,OSPF,7
219,UDP,5
43684,AH,1
819,ESP,12
8790,TCP,1
63085,ESP,1
42521,OSPF,1
37502,GRE,1
31096,TCP,1
55829,ICMPv6,1
58261,ESP,1
54723,ICMP,1
12164,IPv6,1
41588,OSPF,1
52418,TCP,1
30641,ICMP,1
64821,IPv6,1
59162,IPv6,1
56402,IPv6,1
56535,IPv6,1
3928,IPv6,1
53605,UDP,1
50055,ICMP,1
54316,AH,1
56058,ICMPv6,1
292,OSPF,13
59291,IPv6,1
54627,ICMPv6,1
1016,ICMP,17
12844,TCP,1
56713,AH,1
51636,IPv6,1
4631,OSPF,1
57993,IPv6,1
63270,ICMPv6,1
55598,IPv6,1
38987,ESP,1
64595,OSPF,1
49899,ESP,1
49098,OSPF,1
54628,ICMPv6,1
291,OSPF,16
48549,GRE,1
52278,GRE,1
1015,ICMP,11
39466,TCP,1
10304,UDP,1
51340,TCP,1
51254,ICMP,1
4952,UDP,1
50731,ESP,1
33093,GRE,1
55599,IPv6,1
55083,ICMP,1
53248,AH,1
57191,ESP,1
64472,ICMPv6,1
21293,ICMP,1
294,OSPF,9
161,OSPF,9
11001,ESP,1
1014,ICMP,9
62608,AH,1
36308,GRE,1
2554,UDP,1
33832,AH,1
56941,GRE,1
50054,ICMP,1
55084,ICMP,1
53493,ESP,1
160,OSPF,9
20701,ICMPv6,1
30054,IPv6,1
293,OSPF,12
51768,IPv6,1
16163,ESP,1
1013,ICMP,9
38856,ESP,1
48566,ESP,1
57914,AH,1
21954,GRE,1
14260,UDP,1
55460,IPv6,1
172,ICMPv6,12
960,AH,8
47366,ESP,1
296,OSPF,8
32633,AH,1
163,OSPF,9
25992,ICMPv6,1
60638,OSPF,1
80,IPv6,4
15632,IPv6,1
1012,ICMP,12
54097,UDP,1
6197,OSPF,1
51934,ESP,1
54544,GRE,1
49450,IPv6,1
62076,ICMPv6,1
49518,AH,1
65531,OSPF,1
1010,ICMP,4
45337,UDP,1
171,ICMPv6,11
961,AH,4
55594,IPv6,1
60153,IPv6,2
295,OSPF,8
53610,TCP,1
162,OSPF,10
1011,ICMP,9
64330,OSPF,1
59774,OSPF,1
3100,GRE,1
56791,IPv6,1
63141,ICMPv6,1
55171,TCP,1
2115,ICMPv6,1
962,AH,6
170,ICMPv6,5
82,IPv6,10
53995,UDP,1
54617,OSPF,1
42708,UDP,1
298,OSPF,5
165,OSPF,7
25723,OSPF,1
14567,IPv6,1
50148,TCP,1
43827,ICMP,1
963,AH,9
830,AH,10
81,IPv6,14
164,OSPF,13
31883,ICMPv6,1
57077,AH,1
62550,IPv6,1
51202,UDP,1
297,OSPF,13
51802,ESP,1
3306,OSPF,1
50442,IPv6,1
53254,AH,1
781,IPv6,10
831,AH,10
964,AH,10
84,IPv6,11
176,ICMPv6,22
50850,GRE,1
167,OSPF,7
56195,ICMPv6,1
53565,ICMPv6,1
64647,UDP,1
46031,ESP,1
38129,TCP,1
22320,TCP,1
44398,UDP,1
55650,AH,1
780,IPv6,12
49291,UDP,1
965,AH,7
832,AH,12
17721,UDP,1
83,IPv6,11
23273,ESP,1
175,ICMPv6,10
299,OSPF,17
166,OSPF,12
52057,AH,1
46531,UDP,1
